instance_name,algo_type,source,target,k,vertices,edges,vertices_preprocess,edges_preprocess,path_count,avg_length,ms, ms_preprocess,diversity, diversity_uw, div_min, div_max, min_uw, max_uw
slashdot.txt.gz,KBest,12423,23485,10,82168,870161,31,85,74,4.0,558,558,308.0,308.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,9492,41429,10,82168,870161,34,62,30,4.0,588,587,318.0,318.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,9492,41429,10,82168,870161,34,62,30,4.0,587,587,294.0,294.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,53090,2113,10,82168,870161,32,68,38,4.0,620,619,258.0,258.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,KBest,53090,2113,10,82168,870161,32,68,38,4.0,619,619,236.0,236.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,81865,964,10,82168,870161,362,993,654,6.0,667,558,352.0,352.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,81865,964,10,82168,870161,362,993,654,6.0,558,558,324.0,324.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,11554,5113,10,82168,870161,65,139,76,4.0,608,605,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,11554,5113,10,82168,870161,65,139,76,4.0,605,605,260.0,260.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,6907,27039,10,82168,870161,89,192,106,4.0,583,574,320.0,320.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,6907,27039,10,82168,870161,89,192,106,4.0,574,574,252.0,252.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,48798,51822,10,82168,870161,47,88,43,5.0,601,600,340.0,340.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,48798,51822,10,82168,870161,47,88,43,5.0,600,600,314.0,314.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,26897,39904,10,82168,870161,58,110,55,5.0,567,565,316.0,316.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,26897,39904,10,82168,870161,58,110,55,5.0,565,565,274.0,274.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,12647,69820,10,82168,870161,90,178,90,5.0,570,566,348.0,348.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,12647,69820,10,82168,870161,90,178,90,5.0,566,566,326.0,326.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,Diverse,23008,77040,10,82168,870161,45,88,45,5.0,576,575,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,23008,77040,10,82168,870161,45,88,45,5.0,575,575,258.0,258.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,20398,11949,10,82168,870161,41,71,32,4.0,564,563,318.0,318.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,20398,11949,10,82168,870161,41,71,32,4.0,563,563,284.0,284.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,24578,14655,10,82168,870161,64,118,56,4.0,568,566,258.0,258.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,KBest,24578,14655,10,82168,870161,64,118,56,4.0,566,566,246.0,246.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,10229,37741,10,82168,870161,66,136,72,4.0,618,616,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,10229,37741,10,82168,870161,66,136,72,4.0,616,616,262.0,262.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,19928,9680,10,82168,870161,48,90,44,4.0,560,559,340.0,340.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,19928,9680,10,82168,870161,48,90,44,4.0,559,559,326.0,326.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,39788,12895,10,82168,870161,65,133,70,4.0,618,613,320.0,320.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,39788,12895,10,82168,870161,65,133,70,4.0,613,613,282.0,282.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,74935,7043,10,82168,870161,88,188,104,5.0,574,569,372.0,372.0,6.0,10.0,6.0,10.0
slashdot.txt.gz,KBest,74935,7043,10,82168,870161,88,188,104,5.0,569,569,316.0,316.0,4.0,10.0,4.0,10.0
slashdot.txt.gz,Diverse,29635,49315,10,82168,870161,75,144,71,5.0,615,610,410.0,410.0,6.0,10.0,6.0,10.0
slashdot.txt.gz,KBest,29635,49315,10,82168,870161,75,144,71,5.0,610,610,346.0,346.0,4.0,10.0,4.0,10.0
slashdot.txt.gz,Diverse,57115,45034,10,82168,870161,87,183,98,5.0,631,625,336.0,336.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,57115,45034,10,82168,870161,87,183,98,5.0,625,625,322.0,322.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,12229,14047,10,82168,870161,93,180,89,4.0,578,572,180.0,180.0,4.0,4.0,4.0,4.0
slashdot.txt.gz,KBest,12229,14047,10,82168,870161,93,180,89,4.0,572,572,180.0,180.0,4.0,4.0,4.0,4.0
slashdot.txt.gz,Diverse,70656,27370,10,82168,870161,44,81,39,4.0,641,640,258.0,258.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,KBest,70656,27370,10,82168,870161,44,81,39,4.0,640,640,228.0,228.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,61384,79520,10,82168,870161,48,84,38,6.0,598,596,418.0,418.0,6.0,10.0,6.0,10.0
slashdot.txt.gz,KBest,61384,79520,10,82168,870161,48,84,38,6.0,596,596,350.0,350.0,4.0,10.0,4.0,10.0
slashdot.txt.gz,Diverse,6000,50189,10,82168,870161,81,163,84,4.0,622,619,316.0,316.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,6000,50189,10,82168,870161,81,163,84,4.0,619,619,280.0,280.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,17612,79026,10,82168,870161,70,142,74,5.0,572,569,328.0,328.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,17612,79026,10,82168,870161,70,142,74,5.0,569,569,274.0,274.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,58320,51438,10,82168,870161,46,97,53,5.0,615,614,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,58320,51438,10,82168,870161,46,97,53,5.0,614,614,260.0,260.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,4963,57769,10,82168,870161,34,62,30,4.0,629,628,310.0,310.0,0.0,8.0,0.0,8.0
slashdot.txt.gz,KBest,4963,57769,10,82168,870161,34,62,30,4.0,628,628,280.0,280.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,13547,62292,10,82168,870161,56,115,61,4.0,633,631,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,13547,62292,10,82168,870161,56,115,61,4.0,631,631,258.0,258.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,21949,42702,10,82168,870161,83,163,82,4.0,571,567,332.0,332.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,21949,42702,10,82168,870161,83,163,82,4.0,567,567,260.0,260.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,78209,62320,10,82168,870161,86,181,97,6.0,619,614,320.0,320.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,78209,62320,10,82168,870161,86,181,97,6.0,614,614,284.0,284.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,27748,54467,10,82168,870161,53,104,53,4.0,562,560,312.0,312.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,27748,54467,10,82168,870161,53,104,53,4.0,560,560,286.0,286.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,25074,72066,10,82168,870161,40,70,33,5.0,612,611,346.0,346.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,25074,72066,10,82168,870161,40,70,33,5.0,611,611,292.0,292.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,40571,12633,10,82168,870161,37,77,42,4.0,580,579,318.0,318.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,40571,12633,10,82168,870161,37,77,42,4.0,579,579,300.0,300.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,10396,71976,10,82168,870161,47,87,42,4.0,577,576,266.0,266.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,KBest,10396,71976,10,82168,870161,47,87,42,4.0,576,576,264.0,264.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,17438,77129,10,82168,870161,37,65,30,5.0,572,571,246.0,246.0,0.0,6.0,0.0,6.0
slashdot.txt.gz,KBest,17438,77129,10,82168,870161,37,65,30,5.0,571,571,212.0,212.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,40170,37062,10,82168,870161,35,62,30,4.0,606,605,326.0,326.0,0.0,8.0,0.0,8.0
slashdot.txt.gz,KBest,40170,37062,10,82168,870161,35,62,30,4.0,605,605,282.0,282.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,19601,25981,10,82168,870161,81,149,72,4.0,535,532,356.0,356.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,19601,25981,10,82168,870161,81,149,72,4.0,532,532,326.0,326.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,79795,76169,10,82168,870161,43,78,37,6.0,598,597,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,79795,76169,10,82168,870161,43,78,37,6.0,597,597,250.0,250.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,22332,63688,10,82168,870161,101,252,153,5.0,600,592,320.0,320.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,22332,63688,10,82168,870161,101,252,153,5.0,592,592,268.0,268.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,73669,43255,10,82168,870161,44,82,40,5.0,583,582,328.0,328.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,73669,43255,10,82168,870161,44,82,40,5.0,582,582,308.0,308.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,46151,32522,10,82168,870161,272,562,292,5.0,608,565,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,46151,32522,10,82168,870161,272,562,292,5.0,565,565,252.0,252.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,45445,2489,10,82168,870161,65,129,66,4.0,553,548,262.0,262.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,KBest,45445,2489,10,82168,870161,65,129,66,4.0,548,548,212.0,212.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,55831,16682,10,82168,870161,120,235,117,5.0,609,603,352.0,352.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,55831,16682,10,82168,870161,120,235,117,5.0,603,603,334.0,334.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,Diverse,18377,4314,10,82168,870161,85,174,91,4.0,570,554,320.0,320.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,18377,4314,10,82168,870161,85,174,91,4.0,554,554,244.0,244.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,21083,2941,10,82168,870161,47,80,35,4.0,553,552,306.0,306.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,21083,2941,10,82168,870161,47,80,35,4.0,552,552,278.0,278.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,20391,16474,10,82168,870161,83,169,90,5.0,594,591,348.0,348.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,20391,16474,10,82168,870161,83,169,90,5.0,591,591,318.0,318.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,Diverse,59001,79292,10,82168,870161,93,178,91,7.0,556,553,360.0,360.0,8.0,8.0,8.0,8.0
slashdot.txt.gz,KBest,59001,79292,10,82168,870161,93,178,91,7.0,553,553,348.0,348.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,Diverse,18321,37157,10,82168,870161,121,262,152,4.0,577,569,348.0,348.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,18321,37157,10,82168,870161,121,262,152,4.0,569,569,334.0,334.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,41723,72022,10,82168,870161,64,122,62,5.0,596,593,354.0,354.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,41723,72022,10,82168,870161,64,122,62,5.0,593,593,324.0,324.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,45849,41181,10,82168,870161,45,81,38,5.0,615,614,266.0,266.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,KBest,45849,41181,10,82168,870161,45,81,38,5.0,614,614,256.0,256.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,2545,4062,10,82168,870161,51,100,51,3.0,593,591,262.0,262.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,KBest,2545,4062,10,82168,870161,51,100,51,3.0,591,591,256.0,256.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,10588,19487,10,82168,870161,249,610,405,4.0,629,599,356.0,356.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,10588,19487,10,82168,870161,249,610,405,4.0,599,599,332.0,332.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,28161,14392,10,82168,870161,517,1121,611,5.0,733,543,346.0,346.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,28161,14392,10,82168,870161,517,1121,611,5.0,543,543,270.0,270.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,43081,47245,10,82168,870161,75,172,100,5.0,637,634,314.0,314.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,43081,47245,10,82168,870161,75,172,100,5.0,634,634,262.0,262.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,73686,50849,10,82168,870161,51,99,50,5.0,594,593,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,73686,50849,10,82168,870161,51,99,50,5.0,593,593,268.0,268.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,56,25686,10,82168,870161,122,269,157,4.0,604,597,344.0,344.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,56,25686,10,82168,870161,122,269,157,4.0,597,597,328.0,328.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,32115,3125,10,82168,870161,876,2049,1175,4.0,1162,559,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,32115,3125,10,82168,870161,876,2049,1175,4.0,560,559,228.0,228.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,30646,77621,10,82168,870161,57,105,52,5.0,596,594,342.0,342.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,30646,77621,10,82168,870161,57,105,52,5.0,594,594,286.0,286.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,47930,31243,10,82168,870161,53,101,50,4.0,612,610,258.0,258.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,KBest,47930,31243,10,82168,870161,53,101,50,4.0,610,610,180.0,180.0,4.0,4.0,4.0,4.0
slashdot.txt.gz,Diverse,68069,24043,10,82168,870161,62,121,61,5.0,592,590,344.0,344.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,68069,24043,10,82168,870161,62,121,61,5.0,590,590,324.0,324.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,43735,42846,10,82168,870161,60,113,55,4.0,551,549,304.0,304.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,43735,42846,10,82168,870161,60,113,55,4.0,549,549,246.0,246.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,67067,14120,10,82168,870161,91,209,120,4.0,624,619,318.0,318.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,67067,14120,10,82168,870161,91,209,120,4.0,619,619,268.0,268.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,55730,10644,10,82168,870161,71,133,64,6.0,562,556,404.0,404.0,6.0,10.0,6.0,10.0
slashdot.txt.gz,KBest,55730,10644,10,82168,870161,71,133,64,6.0,556,556,364.0,364.0,4.0,10.0,4.0,10.0
slashdot.txt.gz,Diverse,47324,76723,10,82168,870161,71,137,68,5.0,561,555,320.0,320.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,47324,76723,10,82168,870161,71,137,68,5.0,555,555,256.0,256.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,30891,7544,10,82168,870161,111,235,127,4.0,577,571,352.0,352.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,30891,7544,10,82168,870161,111,235,127,4.0,571,571,322.0,322.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,Diverse,80019,76937,10,82168,870161,36,64,30,6.0,577,575,312.0,312.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,80019,76937,10,82168,870161,36,64,30,6.0,575,575,270.0,270.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,4628,58292,10,82168,870161,105,215,112,4.0,626,621,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,4628,58292,10,82168,870161,105,215,112,4.0,621,621,264.0,264.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,13353,35361,10,82168,870161,31,60,31,4.0,581,581,316.0,316.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,13353,35361,10,82168,870161,31,60,31,4.0,581,581,294.0,294.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,26462,19170,10,82168,870161,45,81,38,4.0,553,552,318.0,318.0,0.0,8.0,0.0,8.0
slashdot.txt.gz,KBest,26462,19170,10,82168,870161,45,81,38,4.0,552,552,260.0,260.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,12806,71485,10,82168,870161,45,74,31,5.0,565,564,336.0,336.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,12806,71485,10,82168,870161,45,74,31,5.0,564,564,318.0,318.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,77280,59193,10,82168,870161,35,65,32,5.0,613,613,310.0,310.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,77280,59193,10,82168,870161,35,65,32,5.0,613,613,254.0,254.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,30682,79363,10,82168,870161,41,73,36,6.0,628,627,328.0,328.0,0.0,8.0,0.0,8.0
slashdot.txt.gz,KBest,30682,79363,10,82168,870161,41,73,36,6.0,627,627,314.0,314.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,Diverse,32114,79112,10,82168,870161,49,81,34,5.0,566,565,348.0,348.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,32114,79112,10,82168,870161,49,81,34,5.0,565,565,308.0,308.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,13109,80861,10,82168,870161,78,168,99,6.0,630,626,332.0,332.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,13109,80861,10,82168,870161,78,168,99,6.0,626,626,298.0,298.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,75390,2394,10,82168,870161,167,378,213,5.0,619,599,266.0,266.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,KBest,75390,2394,10,82168,870161,167,378,213,5.0,599,599,248.0,248.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,8421,46628,10,82168,870161,55,115,62,4.0,594,592,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,8421,46628,10,82168,870161,55,115,62,4.0,592,592,252.0,252.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,44842,27795,10,82168,870161,66,140,76,5.0,622,618,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,44842,27795,10,82168,870161,66,140,76,5.0,618,618,262.0,262.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,7842,75850,10,82168,870161,122,275,162,5.0,582,571,358.0,358.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,7842,75850,10,82168,870161,122,275,162,5.0,571,571,322.0,322.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,77219,7243,10,82168,870161,76,157,84,5.0,549,542,318.0,318.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,77219,7243,10,82168,870161,76,157,84,5.0,542,542,274.0,274.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,19133,44746,10,82168,870161,61,116,57,4.0,565,563,316.0,316.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,19133,44746,10,82168,870161,61,116,57,4.0,563,563,290.0,290.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,1768,56551,10,82168,870161,48,93,47,4.0,562,561,262.0,262.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,KBest,1768,56551,10,82168,870161,48,93,47,4.0,561,561,228.0,228.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,8114,48624,10,82168,870161,51,96,47,4.0,543,540,314.0,314.0,0.0,8.0,0.0,8.0
slashdot.txt.gz,KBest,8114,48624,10,82168,870161,51,96,47,4.0,540,540,242.0,242.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,68114,19333,10,82168,870161,62,119,59,5.0,637,635,370.0,370.0,6.0,10.0,6.0,10.0
slashdot.txt.gz,KBest,68114,19333,10,82168,870161,62,119,59,5.0,635,635,286.0,286.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,14411,50916,10,82168,870161,51,97,48,4.0,606,605,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,14411,50916,10,82168,870161,51,97,48,4.0,605,605,262.0,262.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,55391,30258,10,82168,870161,64,137,75,5.0,624,621,328.0,328.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,55391,30258,10,82168,870161,64,137,75,5.0,621,621,310.0,310.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,73260,35763,10,82168,870161,55,117,64,5.0,650,648,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,73260,35763,10,82168,870161,55,117,64,5.0,648,648,262.0,262.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,49829,58043,10,82168,870161,150,319,171,5.0,608,596,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,49829,58043,10,82168,870161,150,319,171,5.0,596,596,266.0,266.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,8595,78056,10,82168,870161,53,104,53,5.0,602,601,310.0,310.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,8595,78056,10,82168,870161,53,104,53,5.0,601,601,262.0,262.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,31586,37772,10,82168,870161,94,210,118,5.0,623,619,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,31586,37772,10,82168,870161,94,210,118,5.0,619,619,268.0,268.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,61424,39197,10,82168,870161,111,241,142,6.0,580,573,348.0,348.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,61424,39197,10,82168,870161,111,241,142,6.0,573,573,326.0,326.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,20556,38292,10,82168,870161,34,61,32,4.0,579,579,342.0,342.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,20556,38292,10,82168,870161,34,61,32,4.0,579,579,336.0,336.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,Diverse,37239,63244,10,82168,870161,66,134,70,5.0,636,633,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,37239,63244,10,82168,870161,66,134,70,5.0,633,633,268.0,268.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,10493,78601,10,82168,870161,96,218,124,5.0,621,616,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,10493,78601,10,82168,870161,96,218,124,5.0,616,616,260.0,260.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,16804,3561,10,82168,870161,56,117,63,3.0,576,574,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,16804,3561,10,82168,870161,56,117,63,3.0,574,574,256.0,256.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,46396,55744,10,82168,870161,50,89,41,4.0,586,582,338.0,338.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,KBest,46396,55744,10,82168,870161,50,89,41,4.0,582,582,314.0,314.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,80488,81564,10,82168,870161,140,303,165,8.0,648,626,404.0,404.0,6.0,10.0,6.0,10.0
slashdot.txt.gz,KBest,80488,81564,10,82168,870161,140,303,165,8.0,626,626,350.0,350.0,6.0,10.0,6.0,10.0
slashdot.txt.gz,Diverse,80302,40938,10,82168,870161,37,67,32,5.0,599,598,266.0,266.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,KBest,80302,40938,10,82168,870161,37,67,32,5.0,598,598,256.0,256.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,49498,42124,10,82168,870161,89,178,91,5.0,607,603,336.0,336.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,49498,42124,10,82168,870161,89,178,91,5.0,603,603,320.0,320.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,7623,29124,10,82168,870161,48,86,40,4.0,563,561,316.0,316.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,7623,29124,10,82168,870161,48,86,40,4.0,561,561,266.0,266.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,54730,62330,10,82168,870161,72,167,97,5.0,616,613,270.0,270.0,6.0,6.0,6.0,6.0
slashdot.txt.gz,KBest,54730,62330,10,82168,870161,72,167,97,5.0,613,613,262.0,262.0,4.0,6.0,4.0,6.0
slashdot.txt.gz,Diverse,1243,76722,10,82168,870161,74,188,118,5.0,574,545,336.0,336.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,1243,76722,10,82168,870161,74,188,118,5.0,545,545,312.0,312.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,55661,65050,10,82168,870161,78,162,86,5.0,608,600,320.0,320.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,55661,65050,10,82168,870161,78,162,86,5.0,600,600,282.0,282.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,77901,72852,10,82168,870161,137,323,188,6.0,617,607,354.0,354.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,77901,72852,10,82168,870161,137,323,188,6.0,607,607,324.0,324.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,80978,60964,10,82168,870161,65,118,55,6.0,604,602,348.0,348.0,4.0,10.0,4.0,10.0
slashdot.txt.gz,KBest,80978,60964,10,82168,870161,65,118,55,6.0,602,602,282.0,282.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,77578,3593,10,82168,870161,120,294,182,4.0,611,601,348.0,348.0,6.0,8.0,6.0,8.0
slashdot.txt.gz,KBest,77578,3593,10,82168,870161,120,294,182,4.0,601,601,314.0,314.0,4.0,8.0,4.0,8.0
slashdot.txt.gz,Diverse,40682,79717,10,82168,870161,75,140,67,5.0,619,617,270.0,270.0,6.0,6.0,6.0,6.0
