Instance_Name,Algo_Type,Source,Target,k,#V,#E,#V_stPaths,#E_stPaths,#stPaths,Avg_stPath_Length,Milliseconds, PrepMillisec,Diversity, UnweightedDiv, MinDiv, MaxDiv, MinUnw, MaxUnw
florida_dist.gr.gz,KBest,954592,183444,10,1070376,2687902,1221,1228,144,1204.3333333333333,6019,6018,1068600.0,583.0,400.0,42800.0,3.0,23.0
florida_dist.gr.gz,Diverse,534160,170841,10,1070376,2687902,472,478,40,456.9,6153,6147,1245800.0,866.0,0.0,51200.0,0.0,34.0
florida_dist.gr.gz,KBest,534160,170841,10,1070376,2687902,472,478,40,456.9,6147,6147,1083200.0,668.0,4200.0,49000.0,4.0,30.0
florida_dist.gr.gz,Diverse,939886,840485,10,1070376,2687902,577,586,336,543.1666666666666,5820,5812,2649200.0,1964.0,0.0,108600.0,0.0,79.0
florida_dist.gr.gz,KBest,939886,840485,10,1070376,2687902,577,586,336,543.1666666666666,5812,5812,2250800.0,1518.0,800.0,93200.0,4.0,63.0
florida_dist.gr.gz,Diverse,988440,471517,10,1070376,2687902,1201,1207,32,1190.0,6118,6099,1304400.0,618.0,0.0,49200.0,0.0,22.0
florida_dist.gr.gz,KBest,988440,471517,10,1070376,2687902,1201,1207,32,1190.0,6100,6099,1018600.0,456.0,4000.0,44600.0,4.0,18.0
florida_dist.gr.gz,Diverse,757920,315351,10,1070376,2687902,1160,1184,10001,1072.7200279972003,5703,5685,8685200.0,4798.0,0.0,347000.0,0.0,187.0
florida_dist.gr.gz,KBest,757920,315351,10,1070376,2687902,1160,1184,10001,1072.7200279972003,5686,5685,683200.0,581.0,5600.0,24200.0,5.0,21.0
florida_dist.gr.gz,Diverse,190969,1058297,10,1070376,2687902,1414,1419,48,1400.5,5643,5619,1419600.0,858.0,0.0,59000.0,0.0,35.0
florida_dist.gr.gz,KBest,190969,1058297,10,1070376,2687902,1414,1419,48,1400.5,5621,5619,1079600.0,632.0,1600.0,57800.0,3.0,31.0
florida_dist.gr.gz,Diverse,521895,727949,10,1070376,2687902,1125,1131,48,1115.5,6214,6196,1275600.0,592.0,0.0,52600.0,0.0,23.0
florida_dist.gr.gz,KBest,521895,727949,10,1070376,2687902,1125,1131,48,1115.5,6197,6196,951600.0,448.0,4600.0,47200.0,3.0,17.0
florida_dist.gr.gz,Diverse,383098,429391,10,1070376,2687902,877,882,48,868.3333333333334,5872,5859,585000.0,565.0,0.0,24200.0,0.0,25.0
florida_dist.gr.gz,KBest,383098,429391,10,1070376,2687902,877,882,48,868.3333333333334,5860,5859,522600.0,393.0,4200.0,21800.0,4.0,16.0
florida_dist.gr.gz,Diverse,638471,833484,10,1070376,2687902,1255,1262,72,1243.388888888889,6905,6885,1251800.0,704.0,0.0,50000.0,0.0,28.0
florida_dist.gr.gz,KBest,638471,833484,10,1070376,2687902,1255,1262,72,1243.388888888889,6886,6885,967800.0,439.0,5800.0,39600.0,4.0,18.0
florida_dist.gr.gz,Diverse,862498,907511,10,1070376,2687902,2253,2265,704,2226.409090909091,5825,5786,3735400.0,1346.0,0.0,152400.0,0.0,52.0
florida_dist.gr.gz,KBest,862498,907511,10,1070376,2687902,2253,2265,704,2226.409090909091,5789,5786,1240400.0,587.0,400.0,57600.0,3.0,30.0
florida_dist.gr.gz,Diverse,1068726,318611,10,1070376,2687902,1502,1516,1536,1480.7083333333333,6572,6548,1743600.0,1271.0,0.0,65400.0,0.0,46.0
florida_dist.gr.gz,KBest,1068726,318611,10,1070376,2687902,1502,1516,1536,1480.7083333333333,6550,6548,1222200.0,729.0,6200.0,52000.0,4.0,31.0
florida_dist.gr.gz,Diverse,429352,380601,10,1070376,2687902,724,736,2304,697.5,5625,5615,3588000.0,1656.0,0.0,138600.0,0.0,67.0
florida_dist.gr.gz,KBest,429352,380601,10,1070376,2687902,724,736,2304,697.5,5615,5615,1974000.0,717.0,4400.0,85600.0,4.0,31.0
florida_dist.gr.gz,Diverse,387333,170055,10,1070376,2687902,1098,1103,32,1073.75,5768,5751,3258800.0,1301.0,0.0,129000.0,0.0,50.0
florida_dist.gr.gz,KBest,387333,170055,10,1070376,2687902,1098,1103,32,1073.75,5752,5751,1082000.0,445.0,3800.0,42400.0,4.0,17.0
florida_dist.gr.gz,Diverse,660503,375597,10,1070376,2687902,2073,2084,704,2043.090909090909,5581,5545,4294800.0,1619.0,0.0,175600.0,0.0,62.0
florida_dist.gr.gz,KBest,660503,375597,10,1070376,2687902,2073,2084,704,2043.090909090909,5548,5545,1026600.0,615.0,2600.0,46800.0,4.0,27.0
florida_dist.gr.gz,Diverse,239457,858901,10,1070376,2687902,1313,1319,96,1294.0,6903,6882,1434400.0,1205.0,0.0,56800.0,0.0,48.0
florida_dist.gr.gz,KBest,239457,858901,10,1070376,2687902,1313,1319,96,1294.0,6883,6882,1047600.0,832.0,5600.0,45600.0,8.0,37.0
florida_dist.gr.gz,Diverse,717457,8368,10,1070376,2687902,1318,1324,48,1308.5,5708,5686,1275600.0,592.0,0.0,52600.0,0.0,23.0
florida_dist.gr.gz,KBest,717457,8368,10,1070376,2687902,1318,1324,48,1308.5,5687,5686,1133800.0,443.0,1000.0,50200.0,3.0,21.0
florida_dist.gr.gz,Diverse,334147,638799,10,1070376,2687902,1487,1493,128,1467.0,5912,5888,1484200.0,1271.0,0.0,61000.0,0.0,52.0
florida_dist.gr.gz,KBest,334147,638799,10,1070376,2687902,1487,1493,128,1467.0,5890,5888,355000.0,323.0,1200.0,17400.0,3.0,15.0
florida_dist.gr.gz,Diverse,993485,493560,10,1070376,2687902,1163,1169,72,1152.5,6103,6085,2194600.0,731.0,0.0,88600.0,0.0,29.0
florida_dist.gr.gz,KBest,993485,493560,10,1070376,2687902,1163,1169,72,1152.5,6086,6085,724600.0,348.0,4000.0,30600.0,3.0,15.0
florida_dist.gr.gz,Diverse,1009007,916693,10,1070376,2687902,2090,2100,864,2070.3333333333335,6254,6217,3275600.0,1238.0,0.0,135000.0,0.0,52.0
florida_dist.gr.gz,KBest,1009007,916693,10,1070376,2687902,2090,2100,864,2070.3333333333335,6220,6217,970800.0,438.0,4400.0,45000.0,4.0,20.0
florida_dist.gr.gz,Diverse,266973,629082,10,1070376,2687902,2084,2089,32,2074.25,6349,6314,1774200.0,564.0,0.0,74800.0,0.0,21.0
florida_dist.gr.gz,KBest,266973,629082,10,1070376,2687902,2084,2089,32,2074.25,6317,6314,1088600.0,484.0,3800.0,43200.0,4.0,18.0
florida_dist.gr.gz,Diverse,519765,248062,10,1070376,2687902,1788,1797,576,1770.3333333333333,6294,6263,3292800.0,1129.0,0.0,140200.0,0.0,48.0
florida_dist.gr.gz,KBest,519765,248062,10,1070376,2687902,1788,1797,576,1770.3333333333333,6265,6263,1702200.0,456.0,14400.0,66400.0,3.0,19.0
florida_dist.gr.gz,Diverse,676974,219243,10,1070376,2687902,803,817,112,772.4285714285714,5933,5921,1308600.0,1165.0,0.0,51400.0,0.0,40.0
florida_dist.gr.gz,KBest,676974,219243,10,1070376,2687902,803,817,112,772.4285714285714,5922,5921,648200.0,589.0,3200.0,24000.0,4.0,22.0
florida_dist.gr.gz,Diverse,435956,995365,10,1070376,2687902,880,889,144,851.2777777777778,5628,5615,1731600.0,1271.0,0.0,70200.0,0.0,51.0
florida_dist.gr.gz,KBest,435956,995365,10,1070376,2687902,880,889,144,851.2777777777778,5616,5615,1230000.0,803.0,1200.0,66000.0,3.0,44.0
florida_dist.gr.gz,Diverse,157048,147008,10,1070376,2687902,1411,1420,768,1397.5,6160,6138,2185200.0,1020.0,0.0,99800.0,0.0,44.0
florida_dist.gr.gz,KBest,157048,147008,10,1070376,2687902,1411,1420,768,1397.5,6140,6138,583800.0,550.0,1200.0,23000.0,4.0,23.0
florida_dist.gr.gz,Diverse,709158,567445,10,1070376,2687902,880,887,60,870.5,5767,5754,955200.0,589.0,0.0,37400.0,0.0,21.0
florida_dist.gr.gz,KBest,709158,567445,10,1070376,2687902,880,887,60,870.5,5755,5754,561000.0,385.0,4400.0,28600.0,3.0,14.0
florida_dist.gr.gz,Diverse,572840,393529,10,1070376,2687902,2456,2478,10001,2378.2713728627136,5635,5589,9579800.0,4558.0,0.0,376800.0,0.0,174.0
florida_dist.gr.gz,KBest,572840,393529,10,1070376,2687902,2456,2478,10001,2378.2713728627136,5593,5589,2068400.0,663.0,400.0,90800.0,3.0,32.0
florida_dist.gr.gz,Diverse,168203,489762,10,1070376,2687902,618,624,72,605.5,6624,6615,1640800.0,791.0,0.0,72400.0,0.0,33.0
florida_dist.gr.gz,KBest,168203,489762,10,1070376,2687902,618,624,72,605.5,6615,6615,1172400.0,525.0,5200.0,59400.0,4.0,23.0
florida_dist.gr.gz,Diverse,467973,756499,10,1070376,2687902,1787,1795,192,1770.5,6689,6658,2480600.0,1042.0,0.0,100800.0,0.0,41.0
florida_dist.gr.gz,KBest,467973,756499,10,1070376,2687902,1787,1795,192,1770.5,6660,6658,823200.0,547.0,4600.0,44400.0,4.0,23.0
florida_dist.gr.gz,Diverse,1055580,244084,10,1070376,2687902,839,855,4992,804.1346153846154,6580,6567,3003600.0,2000.0,0.0,124600.0,0.0,79.0
florida_dist.gr.gz,KBest,1055580,244084,10,1070376,2687902,839,855,4992,804.1346153846154,6568,6567,1124200.0,815.0,2800.0,48000.0,4.0,34.0
florida_dist.gr.gz,Diverse,201633,574970,10,1070376,2687902,1702,1714,1920,1681.0,6429,6400,2090800.0,1380.0,0.0,84600.0,0.0,54.0
florida_dist.gr.gz,KBest,201633,574970,10,1070376,2687902,1702,1714,1920,1681.0,6402,6400,657000.0,623.0,3200.0,30800.0,4.0,29.0
florida_dist.gr.gz,Diverse,741725,391464,10,1070376,2687902,2133,2143,576,2115.0,5588,5550,2628400.0,1189.0,0.0,105800.0,0.0,46.0
florida_dist.gr.gz,KBest,741725,391464,10,1070376,2687902,2133,2143,576,2115.0,5553,5550,916800.0,375.0,3400.0,56200.0,3.0,18.0
florida_dist.gr.gz,Diverse,785796,730919,10,1070376,2687902,1404,1422,10001,1313.4151584841516,6122,6099,1.10388E7,5488.0,0.0,438000.0,0.0,212.0
florida_dist.gr.gz,KBest,785796,730919,10,1070376,2687902,1404,1422,10001,1313.4151584841516,6101,6099,462000.0,408.0,3200.0,18400.0,4.0,16.0
florida_dist.gr.gz,Diverse,850135,643384,10,1070376,2687902,1919,1927,256,1898.75,5755,5721,3493200.0,1280.0,0.0,142200.0,0.0,52.0
florida_dist.gr.gz,KBest,850135,643384,10,1070376,2687902,1919,1927,256,1898.75,5724,5721,2079400.0,666.0,6200.0,88400.0,5.0,29.0
florida_dist.gr.gz,Diverse,887691,905775,10,1070376,2687902,1049,1056,128,1031.75,6593,6577,3919200.0,1039.0,0.0,160600.0,0.0,40.0
florida_dist.gr.gz,KBest,887691,905775,10,1070376,2687902,1049,1056,128,1031.75,6578,6577,2646000.0,645.0,3800.0,118800.0,4.0,28.0
florida_dist.gr.gz,Diverse,244920,30627,10,1070376,2687902,897,901,32,888.0,6781,6767,1435600.0,605.0,0.0,62600.0,0.0,26.0
florida_dist.gr.gz,KBest,244920,30627,10,1070376,2687902,897,901,32,888.0,6768,6767,1366000.0,483.0,6600.0,58000.0,3.0,21.0
florida_dist.gr.gz,Diverse,805278,1022710,10,1070376,2687902,1875,1881,96,1844.3333333333333,7941,7909,3507000.0,1642.0,0.0,142600.0,0.0,66.0
florida_dist.gr.gz,KBest,805278,1022710,10,1070376,2687902,1875,1881,96,1844.3333333333333,7911,7909,2028200.0,650.0,3000.0,85200.0,4.0,28.0
florida_dist.gr.gz,Diverse,668299,320121,10,1070376,2687902,472,478,60,449.73333333333335,5878,5872,1476000.0,1222.0,0.0,59000.0,0.0,49.0
florida_dist.gr.gz,KBest,668299,320121,10,1070376,2687902,472,478,60,449.73333333333335,5872,5872,901800.0,786.0,3200.0,39600.0,4.0,35.0
florida_dist.gr.gz,Diverse,962474,493018,10,1070376,2687902,1032,1038,72,1021.3333333333334,5987,5971,2151600.0,717.0,0.0,87200.0,0.0,29.0
florida_dist.gr.gz,KBest,962474,493018,10,1070376,2687902,1032,1038,72,1021.3333333333334,5972,5971,1110600.0,387.0,400.0,45000.0,3.0,16.0
florida_dist.gr.gz,Diverse,103391,26731,10,1070376,2687902,2359,2369,576,2344.0,5556,5514,3261000.0,1015.0,0.0,134200.0,0.0,40.0
florida_dist.gr.gz,KBest,103391,26731,10,1070376,2687902,2359,2369,576,2344.0,5517,5514,1256400.0,291.0,6800.0,57800.0,3.0,13.0
florida_dist.gr.gz,Diverse,420074,691285,10,1070376,2687902,562,572,96,535.75,5933,5926,1598800.0,1218.0,0.0,62000.0,0.0,46.0
florida_dist.gr.gz,KBest,420074,691285,10,1070376,2687902,562,572,96,535.75,5926,5926,849200.0,502.0,4200.0,36200.0,4.0,22.0
florida_dist.gr.gz,Diverse,66240,30616,10,1070376,2687902,1897,1903,96,1887.0,5878,5846,2621400.0,717.0,0.0,108600.0,0.0,30.0
florida_dist.gr.gz,KBest,66240,30616,10,1070376,2687902,1897,1903,96,1887.0,5849,5846,1033400.0,331.0,3000.0,50600.0,3.0,16.0
florida_dist.gr.gz,Diverse,1039296,251326,10,1070376,2687902,1260,1265,64,1249.0,8029,8009,2844200.0,736.0,0.0,119600.0,0.0,32.0
florida_dist.gr.gz,KBest,1039296,251326,10,1070376,2687902,1260,1265,64,1249.0,8010,8009,2519400.0,616.0,400.0,111600.0,3.0,26.0
florida_dist.gr.gz,Diverse,183613,854063,10,1070376,2687902,584,598,576,547.1770833333334,5536,5528,1704200.0,1450.0,0.0,59200.0,0.0,50.0
florida_dist.gr.gz,KBest,183613,854063,10,1070376,2687902,584,598,576,547.1770833333334,5528,5528,1024200.0,864.0,1400.0,41000.0,4.0,36.0
florida_dist.gr.gz,Diverse,99494,1043574,10,1070376,2687902,2299,2308,256,2279.5,5776,5736,2419000.0,1162.0,0.0,99800.0,0.0,44.0
florida_dist.gr.gz,KBest,99494,1043574,10,1070376,2687902,2299,2308,256,2279.5,5739,5736,775800.0,699.0,3200.0,35000.0,4.0,31.0
florida_dist.gr.gz,Diverse,882538,1024575,10,1070376,2687902,1340,1346,96,1323.0,6554,6533,2330000.0,1021.0,0.0,97600.0,0.0,43.0
florida_dist.gr.gz,KBest,882538,1024575,10,1070376,2687902,1340,1346,96,1323.0,6534,6533,1118800.0,491.0,400.0,50000.0,3.0,24.0
florida_dist.gr.gz,Diverse,68372,642867,10,1070376,2687902,2377,2384,192,2363.5,8311,8268,2968200.0,930.0,0.0,123600.0,0.0,39.0
florida_dist.gr.gz,KBest,68372,642867,10,1070376,2687902,2377,2384,192,2363.5,8271,8268,1150800.0,371.0,6800.0,51200.0,3.0,18.0
florida_dist.gr.gz,Diverse,605932,480944,10,1070376,2687902,2173,2194,10001,2075.3089691030896,5611,5572,8755600.0,4368.0,0.0,358400.0,0.0,178.0
florida_dist.gr.gz,KBest,605932,480944,10,1070376,2687902,2173,2194,10001,2075.3089691030896,5575,5572,2583400.0,1613.0,400.0,111400.0,3.0,70.0
florida_dist.gr.gz,Diverse,956337,522681,10,1070376,2687902,863,870,112,836.8571428571429,6040,6027,1730600.0,1374.0,0.0,73400.0,0.0,57.0
florida_dist.gr.gz,KBest,956337,522681,10,1070376,2687902,863,870,112,836.8571428571429,6028,6027,741600.0,723.0,2400.0,28800.0,3.0,28.0
florida_dist.gr.gz,Diverse,543725,1018002,10,1070376,2687902,726,735,84,691.3571428571429,6246,6235,4749600.0,1575.0,0.0,190600.0,0.0,63.0
florida_dist.gr.gz,KBest,543725,1018002,10,1070376,2687902,726,735,84,691.3571428571429,6235,6235,2826600.0,534.0,16000.0,116800.0,4.0,22.0
florida_dist.gr.gz,Diverse,247957,123187,10,1070376,2687902,2980,3002,10001,2902.2788721127886,6918,6860,9032000.0,3829.0,0.0,363000.0,0.0,150.0
florida_dist.gr.gz,KBest,247957,123187,10,1070376,2687902,2980,3002,10001,2902.2788721127886,6865,6860,5357600.0,2113.0,3800.0,242000.0,4.0,105.0
florida_dist.gr.gz,Diverse,399573,362958,10,1070376,2687902,1584,1595,1728,1561.0,6410,6384,2776000.0,1484.0,0.0,113200.0,0.0,61.0
florida_dist.gr.gz,KBest,399573,362958,10,1070376,2687902,1584,1595,1728,1561.0,6386,6384,246800.0,522.0,400.0,13000.0,3.0,25.0
florida_dist.gr.gz,Diverse,360064,912645,10,1070376,2687902,1961,1968,192,1943.0,5772,5739,3049400.0,1113.0,0.0,128200.0,0.0,48.0
florida_dist.gr.gz,KBest,360064,912645,10,1070376,2687902,1961,1968,192,1943.0,5742,5739,1112400.0,323.0,6800.0,48800.0,3.0,15.0
florida_dist.gr.gz,Diverse,230245,893542,10,1070376,2687902,999,1007,256,979.75,6478,6463,4174200.0,1189.0,0.0,170800.0,0.0,46.0
florida_dist.gr.gz,KBest,230245,893542,10,1070376,2687902,999,1007,256,979.75,6464,6463,2342000.0,661.0,3800.0,99800.0,4.0,29.0
florida_dist.gr.gz,Diverse,27712,341937,10,1070376,2687902,1550,1556,96,1539.5,6465,6439,2583200.0,756.0,0.0,106000.0,0.0,31.0
florida_dist.gr.gz,KBest,27712,341937,10,1070376,2687902,1550,1556,96,1539.5,6441,6439,1489800.0,509.0,6800.0,64000.0,3.0,22.0
florida_dist.gr.gz,Diverse,1020242,735752,10,1070376,2687902,2254,2264,576,2239.0,6593,6552,3261000.0,1015.0,0.0,134200.0,0.0,40.0
florida_dist.gr.gz,KBest,1020242,735752,10,1070376,2687902,2254,2264,576,2239.0,6555,6552,861000.0,421.0,4600.0,46200.0,4.0,17.0
florida_dist.gr.gz,Diverse,621648,253961,10,1070376,2687902,3316,3334,10001,3288.4090590940905,6909,6842,9952600.0,4396.0,0.0,394200.0,0.0,172.0
florida_dist.gr.gz,KBest,621648,253961,10,1070376,2687902,3316,3334,10001,3288.4090590940905,6848,6842,590800.0,556.0,2000.0,31000.0,4.0,25.0
florida_dist.gr.gz,Diverse,469785,255808,10,1070376,2687902,678,683,64,669.5,6479,6469,3582800.0,625.0,0.0,147200.0,0.0,27.0
florida_dist.gr.gz,KBest,469785,255808,10,1070376,2687902,678,683,64,669.5,6469,6469,2266600.0,355.0,400.0,106600.0,3.0,17.0
florida_dist.gr.gz,Diverse,253250,174431,10,1070376,2687902,1141,1146,64,1126.0,6786,6768,4051400.0,946.0,0.0,166400.0,0.0,40.0
florida_dist.gr.gz,KBest,253250,174431,10,1070376,2687902,1141,1146,64,1126.0,6769,6768,2964400.0,479.0,2600.0,144200.0,3.0,21.0
florida_dist.gr.gz,Diverse,879024,929670,10,1070376,2687902,1057,1070,448,1037.125,6348,6332,1649800.0,1114.0,0.0,68400.0,0.0,45.0
florida_dist.gr.gz,KBest,879024,929670,10,1070376,2687902,1057,1070,448,1037.125,6333,6332,618400.0,404.0,5600.0,25000.0,4.0,18.0
florida_dist.gr.gz,Diverse,546079,150373,10,1070376,2687902,297,301,32,291.0,6100,6097,845200.0,483.0,0.0,35000.0,0.0,20.0
florida_dist.gr.gz,KBest,546079,150373,10,1070376,2687902,297,301,32,291.0,6097,6097,692600.0,331.0,3200.0,30000.0,3.0,15.0
florida_dist.gr.gz,Diverse,180308,262822,10,1070376,2687902,1448,1454,72,1436.3333333333333,5601,5578,706200.0,774.0,0.0,28200.0,0.0,31.0
florida_dist.gr.gz,KBest,180308,262822,10,1070376,2687902,1448,1454,72,1436.3333333333333,5580,5578,542400.0,546.0,3000.0,23000.0,4.0,23.0
florida_dist.gr.gz,Diverse,691615,259229,10,1070376,2687902,2511,2519,384,2494.5,5900,5855,3106800.0,1098.0,0.0,130200.0,0.0,47.0
florida_dist.gr.gz,KBest,691615,259229,10,1070376,2687902,2511,2519,384,2494.5,5859,5855,1038400.0,331.0,3200.0,50800.0,3.0,16.0
florida_dist.gr.gz,Diverse,675018,589191,10,1070376,2687902,841,849,120,828.5,5850,5837,1121800.0,781.0,0.0,44400.0,0.0,29.0
florida_dist.gr.gz,KBest,675018,589191,10,1070376,2687902,841,849,120,828.5,5838,5837,573600.0,548.0,3200.0,27200.0,4.0,26.0
florida_dist.gr.gz,Diverse,219161,950346,10,1070376,2687902,719,733,112,679.9285714285714,6625,6615,1703400.0,1576.0,0.0,70800.0,0.0,62.0
florida_dist.gr.gz,KBest,219161,950346,10,1070376,2687902,719,733,112,679.9285714285714,6615,6615,1151200.0,918.0,8000.0,52200.0,3.0,44.0
florida_dist.gr.gz,Diverse,651854,1045750,10,1070376,2687902,1560,1571,960,1541.6166666666666,8821,8794,1782000.0,1175.0,0.0,76000.0,0.0,49.0
florida_dist.gr.gz,KBest,651854,1045750,10,1070376,2687902,1560,1571,960,1541.6166666666666,8796,8794,597000.0,513.0,5600.0,25200.0,4.0,22.0
florida_dist.gr.gz,Diverse,417833,246488,10,1070376,2687902,2148,2158,1536,2123.0,5950,5913,3512600.0,1630.0,0.0,145800.0,0.0,68.0
florida_dist.gr.gz,KBest,417833,246488,10,1070376,2687902,2148,2158,1536,2123.0,5916,5913,1309600.0,746.0,8800.0,59600.0,4.0,32.0
florida_dist.gr.gz,Diverse,74205,1028184,10,1070376,2687902,2464,2474,768,2446.0,5587,5542,3957800.0,1191.0,0.0,163200.0,0.0,48.0
florida_dist.gr.gz,KBest,74205,1028184,10,1070376,2687902,2464,2474,768,2446.0,5546,5542,1230800.0,363.0,400.0,57000.0,3.0,16.0
florida_dist.gr.gz,Diverse,219812,929685,10,1070376,2687902,1603,1608,64,1581.5,6814,6787,1755600.0,1261.0,0.0,75600.0,0.0,53.0
florida_dist.gr.gz,KBest,219812,929685,10,1070376,2687902,1603,1608,64,1581.5,6789,6787,868800.0,517.0,5600.0,37600.0,5.0,24.0
florida_dist.gr.gz,Diverse,369674,561792,10,1070376,2687902,746,764,10001,655.4151584841516,5790,5779,1.06414E7,5014.0,0.0,423200.0,0.0,194.0
florida_dist.gr.gz,KBest,369674,561792,10,1070376,2687902,746,764,10001,655.4151584841516,5779,5779,462000.0,408.0,3200.0,18400.0,4.0,16.0
florida_dist.gr.gz,Diverse,621653,204815,10,1070376,2687902,632,638,45,619.3333333333334,5587,5578,2603000.0,763.0,0.0,94000.0,0.0,29.0
florida_dist.gr.gz,KBest,621653,204815,10,1070376,2687902,632,638,45,619.3333333333334,5578,5578,1546200.0,513.0,7600.0,69600.0,4.0,23.0
florida_dist.gr.gz,Diverse,11257,114162,10,1070376,2687902,1237,1244,96,1226.5,6260,6240,1400600.0,692.0,0.0,57600.0,0.0,27.0
florida_dist.gr.gz,KBest,11257,114162,10,1070376,2687902,1237,1244,96,1226.5,6241,6240,454600.0,388.0,4600.0,16400.0,4.0,14.0
florida_dist.gr.gz,Diverse,602705,1060694,10,1070376,2687902,1913,1918,48,1898.1666666666667,5652,5619,1351000.0,882.0,0.0,55400.0,0.0,36.0
florida_dist.gr.gz,KBest,602705,1060694,10,1070376,2687902,1913,1918,48,1898.1666666666667,5622,5619,714000.0,395.0,1000.0,30600.0,3.0,18.0
florida_dist.gr.gz,Diverse,793044,20828,10,1070376,2687902,866,871,48,856.0,5937,5924,1450000.0,640.0,0.0,68400.0,0.0,28.0
florida_dist.gr.gz,KBest,793044,20828,10,1070376,2687902,866,871,48,856.0,5925,5924,1142400.0,478.0,3000.0,49000.0,4.0,20.0
florida_dist.gr.gz,Diverse,589164,1051358,10,1070376,2687902,2429,2452,10001,2369.209879012099,5574,5530,4652800.0,2748.0,0.0,177200.0,0.0,100.0
florida_dist.gr.gz,KBest,589164,1051358,10,1070376,2687902,2429,2452,10001,2369.209879012099,5534,5530,1515400.0,1092.0,3400.0,76000.0,4.0,55.0
florida_dist.gr.gz,Diverse,1043547,905971,10,1070376,2687902,1174,1184,512,1148.0,6681,6663,4484000.0,1537.0,0.0,182400.0,0.0,59.0
florida_dist.gr.gz,KBest,1043547,905971,10,1070376,2687902,1174,1184,512,1148.0,6664,6663,2495600.0,837.0,3800.0,109400.0,4.0,40.0
florida_dist.gr.gz,Diverse,188445,287032,10,1070376,2687902,2272,2279,192,2260.0,5515,5475,2067200.0,869.0,0.0,81800.0,0.0,36.0
florida_dist.gr.gz,KBest,188445,287032,10,1070376,2687902,2272,2279,192,2260.0,5478,5475,604200.0,323.0,400.0,25200.0,3.0,12.0
florida_dist.gr.gz,Diverse,176868,118818,10,1070376,2687902,1370,1380,252,1356.0714285714287,6537,6516,1488200.0,873.0,0.0,57800.0,0.0,32.0
florida_dist.gr.gz,KBest,176868,118818,10,1070376,2687902,1370,1380,252,1356.0714285714287,6517,6516,566400.0,457.0,4600.0,22800.0,4.0,17.0
florida_dist.gr.gz,Diverse,3747,357180,10,1070376,2687902,819,844,2240,790.0857142857143,6189,6177,1088800.0,1285.0,3800.0,40600.0,8.0,43.0
florida_dist.gr.gz,KBest,3747,357180,10,1070376,2687902,819,844,2240,790.0857142857143,6178,6177,226600.0,356.0,2600.0,8800.0,4.0,16.0
co_dist.gr.gz,Diverse,357140,403177,10,435666,1042400,837,845,144,813.0833333333334,2481,2431,2494800.0,1346.0,0.0,103600.0,0.0,56.0
co_dist.gr.gz,KBest,357140,403177,10,435666,1042400,837,845,144,813.0833333333334,2433,2431,436000.0,614.0,800.0,18800.0,3.0,25.0
co_dist.gr.gz,Diverse,22642,431836,10,435666,1042400,544,552,384,525.6666666666666,2708,2694,1485400.0,1216.0,0.0,60600.0,0.0,50.0
co_dist.gr.gz,KBest,22642,431836,10,435666,1042400,544,552,384,525.6666666666666,2695,2694,635200.0,594.0,5000.0,26000.0,4.0,23.0
co_dist.gr.gz,Diverse,103252,377940,10,435666,1042400,1013,1021,42,987.8333333333334,2441,2415,2872000.0,1354.0,0.0,113800.0,0.0,54.0
co_dist.gr.gz,KBest,103252,377940,10,435666,1042400,1013,1021,42,987.8333333333334,2416,2415,2149800.0,864.0,2800.0,98400.0,3.0,38.0
co_dist.gr.gz,Diverse,294263,13907,10,435666,1042400,1182,1187,48,1141.8333333333333,2574,2546,4087400.0,1964.0,0.0,180400.0,0.0,87.0
co_dist.gr.gz,KBest,294263,13907,10,435666,1042400,1182,1187,48,1141.8333333333333,2547,2546,3215800.0,1578.0,2800.0,168800.0,3.0,77.0
co_dist.gr.gz,Diverse,49069,88977,10,435666,1042400,662,673,288,642.1041666666666,2358,2345,2874200.0,997.0,0.0,150400.0,0.0,42.0
co_dist.gr.gz,KBest,49069,88977,10,435666,1042400,662,673,288,642.1041666666666,2345,2345,359000.0,364.0,3800.0,12600.0,4.0,13.0
co_dist.gr.gz,Diverse,288979,234647,10,435666,1042400,340,351,91,288.3956043956044,2483,2477,9094200.0,1785.0,0.0,333200.0,0.0,70.0
co_dist.gr.gz,KBest,288979,234647,10,435666,1042400,340,351,91,288.3956043956044,2477,2477,7482800.0,1344.0,3600.0,420400.0,4.0,60.0
co_dist.gr.gz,Diverse,264526,396384,10,435666,1042400,1749,1767,2816,1501.625,2679,2640,1.9732E7,12534.0,0.0,805200.0,0.0,509.0
co_dist.gr.gz,KBest,264526,396384,10,435666,1042400,1749,1767,2816,1501.625,2642,2640,2344200.0,1984.0,2600.0,123800.0,4.0,102.0
co_dist.gr.gz,Diverse,115236,42970,10,435666,1042400,1122,1132,288,1104.25,2401,2382,3949200.0,1062.0,0.0,156400.0,0.0,40.0
co_dist.gr.gz,KBest,115236,42970,10,435666,1042400,1122,1132,288,1104.25,2383,2382,3558800.0,679.0,4600.0,144400.0,4.0,29.0
co_dist.gr.gz,Diverse,74975,257531,10,435666,1042400,542,564,6600,500.2181818181818,3582,3573,3023200.0,1935.0,4800.0,105800.0,4.0,67.0
co_dist.gr.gz,KBest,74975,257531,10,435666,1042400,542,564,6600,500.2181818181818,3573,3573,729000.0,573.0,5800.0,29800.0,5.0,24.0
