Instance_Name,Algo_Type,Source,Target,k,#V,#E,#V_stPaths,#E_stPaths,#stPaths,Avg_stPath_Length,Milliseconds, PrepMillisec,Diversity, UnweightedDiv, MinDiv, MaxDiv, MinUnw, MaxUnw
twitter_combined.txt.gz,KBest,73723362,272661863,10,81306,1768135,35,65,94,6.0,873,873,412.0,412.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,111457306,65548148,10,81306,1768135,35,69,36,6.0,873,871,326.0,326.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,KBest,111457306,65548148,10,81306,1768135,35,69,36,6.0,871,871,286.0,286.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,280582344,131369976,10,81306,1768135,31,54,81,5.0,1181,1180,420.0,420.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,280582344,131369976,10,81306,1768135,31,54,81,5.0,1180,1180,342.0,342.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,380871196,15349925,10,81306,1768135,77,189,326,6.0,872,864,446.0,446.0,8.0,10.0,8.0,10.0
twitter_combined.txt.gz,KBest,380871196,15349925,10,81306,1768135,77,189,326,6.0,864,864,350.0,350.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,357647590,165640851,10,81306,1768135,43,86,61,5.0,873,871,402.0,402.0,6.0,10.0,6.0,10.0
twitter_combined.txt.gz,KBest,357647590,165640851,10,81306,1768135,43,86,61,5.0,871,871,336.0,336.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,65643278,17042975,10,81306,1768135,36,72,39,5.0,882,880,318.0,318.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,KBest,65643278,17042975,10,81306,1768135,36,72,39,5.0,880,880,290.0,290.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,339985764,52974864,10,81306,1768135,22,34,44,6.0,872,872,464.0,464.0,0.0,12.0,0.0,12.0
twitter_combined.txt.gz,KBest,339985764,52974864,10,81306,1768135,22,34,44,6.0,872,872,384.0,384.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,47333523,36586534,10,81306,1768135,90,194,158,7.0,872,862,448.0,448.0,8.0,10.0,8.0,10.0
twitter_combined.txt.gz,KBest,47333523,36586534,10,81306,1768135,90,194,158,7.0,862,862,384.0,384.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,184789111,285658060,10,81306,1768135,61,131,78,6.0,886,881,394.0,394.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,184789111,285658060,10,81306,1768135,61,131,78,6.0,881,881,354.0,354.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,82766665,301712630,10,81306,1768135,79,165,88,5.0,871,864,406.0,406.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,82766665,301712630,10,81306,1768135,79,165,88,5.0,864,864,326.0,326.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,67625279,76574844,10,81306,1768135,38,72,55,6.0,868,866,452.0,452.0,6.0,12.0,6.0,12.0
twitter_combined.txt.gz,KBest,67625279,76574844,10,81306,1768135,38,72,55,6.0,866,866,320.0,320.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,15174087,36756075,10,81306,1768135,28,55,36,4.0,877,876,348.0,348.0,6.0,8.0,6.0,8.0
twitter_combined.txt.gz,KBest,15174087,36756075,10,81306,1768135,28,55,36,4.0,876,876,282.0,282.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,9921142,127628230,10,81306,1768135,55,99,47,6.0,885,880,414.0,414.0,6.0,10.0,6.0,10.0
twitter_combined.txt.gz,KBest,9921142,127628230,10,81306,1768135,55,99,47,6.0,880,880,332.0,332.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,278269313,249731705,10,81306,1768135,65,154,110,6.0,872,866,460.0,460.0,6.0,12.0,6.0,12.0
twitter_combined.txt.gz,KBest,278269313,249731705,10,81306,1768135,65,154,110,6.0,866,866,430.0,430.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,183836186,92738115,10,81306,1768135,97,213,191,6.0,887,877,512.0,512.0,8.0,12.0,8.0,12.0
twitter_combined.txt.gz,KBest,183836186,92738115,10,81306,1768135,97,213,191,6.0,877,877,386.0,386.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,1769391,50901091,10,81306,1768135,77,164,89,5.0,874,868,270.0,270.0,6.0,6.0,6.0,6.0
twitter_combined.txt.gz,KBest,1769391,50901091,10,81306,1768135,77,164,89,5.0,868,868,244.0,244.0,4.0,6.0,4.0,6.0
twitter_combined.txt.gz,Diverse,414,225600818,10,81306,1768135,53,110,59,5.0,873,870,378.0,378.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,414,225600818,10,81306,1768135,53,110,59,5.0,870,870,284.0,284.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,24773177,202387543,10,81306,1768135,58,106,120,5.0,877,864,448.0,448.0,8.0,10.0,8.0,10.0
twitter_combined.txt.gz,KBest,24773177,202387543,10,81306,1768135,58,106,120,5.0,864,864,388.0,388.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,333161611,18925960,10,81306,1768135,37,72,54,5.0,873,872,390.0,390.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,333161611,18925960,10,81306,1768135,37,72,54,5.0,872,872,314.0,314.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,16317567,353504250,10,81306,1768135,82,177,113,5.0,888,881,388.0,388.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,16317567,353504250,10,81306,1768135,82,177,113,5.0,881,881,316.0,316.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,208677948,203008363,10,81306,1768135,40,75,37,4.0,867,865,294.0,294.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,KBest,208677948,203008363,10,81306,1768135,40,75,37,4.0,865,865,240.0,240.0,4.0,6.0,4.0,6.0
twitter_combined.txt.gz,Diverse,43979384,65444043,10,81306,1768135,57,112,111,6.0,1192,1189,522.0,522.0,8.0,12.0,8.0,12.0
twitter_combined.txt.gz,KBest,43979384,65444043,10,81306,1768135,57,112,111,6.0,1189,1189,380.0,380.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,155652807,157406727,10,81306,1768135,30,54,30,5.0,905,904,346.0,346.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,KBest,155652807,157406727,10,81306,1768135,30,54,30,5.0,904,904,302.0,302.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,16275037,110308535,10,81306,1768135,82,211,153,4.0,903,893,336.0,336.0,6.0,8.0,6.0,8.0
twitter_combined.txt.gz,KBest,16275037,110308535,10,81306,1768135,82,211,153,4.0,893,893,306.0,306.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,102350867,142832518,10,81306,1768135,43,96,68,6.0,893,891,400.0,400.0,6.0,10.0,6.0,10.0
twitter_combined.txt.gz,KBest,102350867,142832518,10,81306,1768135,43,96,68,6.0,891,891,356.0,356.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,130431562,14911539,10,81306,1768135,66,122,78,6.0,903,900,444.0,444.0,8.0,10.0,8.0,10.0
twitter_combined.txt.gz,KBest,130431562,14911539,10,81306,1768135,66,122,78,6.0,900,900,322.0,322.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,22818797,14404097,10,81306,1768135,56,107,63,7.0,886,883,510.0,510.0,0.0,14.0,0.0,14.0
twitter_combined.txt.gz,KBest,22818797,14404097,10,81306,1768135,56,107,63,7.0,883,883,348.0,348.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,17790575,19208626,10,81306,1768135,124,298,333,5.0,919,902,410.0,410.0,8.0,10.0,8.0,10.0
twitter_combined.txt.gz,KBest,17790575,19208626,10,81306,1768135,124,298,333,5.0,902,902,352.0,352.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,393585402,258494173,10,81306,1768135,72,145,123,6.0,889,882,508.0,508.0,6.0,12.0,6.0,12.0
twitter_combined.txt.gz,KBest,393585402,258494173,10,81306,1768135,72,145,123,6.0,882,882,406.0,406.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,71273562,362139322,10,81306,1768135,41,73,98,6.0,1209,1208,360.0,360.0,8.0,8.0,8.0,8.0
twitter_combined.txt.gz,KBest,71273562,362139322,10,81306,1768135,41,73,98,6.0,1208,1208,280.0,280.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,23107116,9812912,10,81306,1768135,26,60,36,4.0,871,870,302.0,302.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,KBest,23107116,9812912,10,81306,1768135,26,60,36,4.0,870,870,264.0,264.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,28102830,63725198,10,81306,1768135,32,52,37,8.0,869,868,542.0,542.0,8.0,14.0,8.0,14.0
twitter_combined.txt.gz,KBest,28102830,63725198,10,81306,1768135,32,52,37,8.0,868,868,480.0,480.0,4.0,14.0,4.0,14.0
twitter_combined.txt.gz,Diverse,25796401,132944948,10,81306,1768135,77,159,167,5.0,874,868,388.0,388.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,25796401,132944948,10,81306,1768135,77,159,167,5.0,868,868,320.0,320.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,59168805,373438784,10,81306,1768135,47,97,57,5.0,867,864,396.0,396.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,59168805,373438784,10,81306,1768135,47,97,57,5.0,864,864,316.0,316.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,6320592,27543356,10,81306,1768135,37,61,80,7.0,872,869,536.0,536.0,4.0,14.0,4.0,14.0
twitter_combined.txt.gz,KBest,6320592,27543356,10,81306,1768135,37,61,80,7.0,869,869,426.0,426.0,4.0,14.0,4.0,14.0
twitter_combined.txt.gz,Diverse,783837,2483701,10,81306,1768135,42,80,47,5.0,872,870,354.0,354.0,6.0,8.0,6.0,8.0
twitter_combined.txt.gz,KBest,783837,2483701,10,81306,1768135,42,80,47,5.0,870,870,306.0,306.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,354663245,115579325,10,81306,1768135,48,88,74,5.0,871,869,388.0,388.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,354663245,115579325,10,81306,1768135,48,88,74,5.0,869,869,356.0,356.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,122438932,254034285,10,81306,1768135,40,85,75,4.0,868,866,360.0,360.0,8.0,8.0,8.0,8.0
twitter_combined.txt.gz,KBest,122438932,254034285,10,81306,1768135,40,85,75,4.0,866,866,306.0,306.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,300952828,18370918,10,81306,1768135,35,61,48,5.0,867,866,424.0,424.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,300952828,18370918,10,81306,1768135,35,61,48,5.0,866,866,374.0,374.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,81894512,20172983,10,81306,1768135,39,63,42,7.0,882,881,536.0,536.0,6.0,14.0,6.0,14.0
twitter_combined.txt.gz,KBest,81894512,20172983,10,81306,1768135,39,63,42,7.0,881,881,480.0,480.0,6.0,14.0,6.0,14.0
twitter_combined.txt.gz,Diverse,28372535,47797211,10,81306,1768135,40,83,51,4.0,893,890,344.0,344.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,KBest,28372535,47797211,10,81306,1768135,40,83,51,4.0,890,890,282.0,282.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,19560159,250947200,10,81306,1768135,64,127,106,6.0,893,888,490.0,490.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,KBest,19560159,250947200,10,81306,1768135,64,127,106,6.0,888,888,332.0,332.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,32102048,8383592,10,81306,1768135,50,110,62,4.0,887,884,268.0,268.0,4.0,6.0,4.0,6.0
twitter_combined.txt.gz,KBest,32102048,8383592,10,81306,1768135,50,110,62,4.0,884,884,250.0,250.0,4.0,6.0,4.0,6.0
twitter_combined.txt.gz,Diverse,26812712,20175675,10,81306,1768135,44,79,105,6.0,892,890,498.0,498.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,KBest,26812712,20175675,10,81306,1768135,44,79,105,6.0,890,890,342.0,342.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,8866342,352947624,10,81306,1768135,71,163,95,4.0,887,881,348.0,348.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,KBest,8866342,352947624,10,81306,1768135,71,163,95,4.0,881,881,272.0,272.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,24017018,346132551,10,81306,1768135,42,68,39,7.0,890,888,488.0,488.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,KBest,24017018,346132551,10,81306,1768135,42,68,39,7.0,888,888,432.0,432.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,41400635,122874598,10,81306,1768135,124,266,239,7.0,919,897,582.0,582.0,8.0,14.0,8.0,14.0
twitter_combined.txt.gz,KBest,41400635,122874598,10,81306,1768135,124,266,239,7.0,897,897,348.0,348.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,309605958,266257559,10,81306,1768135,38,73,37,4.0,882,881,324.0,324.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,KBest,309605958,266257559,10,81306,1768135,38,73,37,4.0,881,881,258.0,258.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,23671862,104104991,10,81306,1768135,17,27,39,5.0,888,888,394.0,394.0,0.0,10.0,0.0,10.0
twitter_combined.txt.gz,KBest,23671862,104104991,10,81306,1768135,17,27,39,5.0,888,888,334.0,334.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,118135933,27214587,10,81306,1768135,83,162,88,7.0,904,899,510.0,510.0,6.0,12.0,6.0,12.0
twitter_combined.txt.gz,KBest,118135933,27214587,10,81306,1768135,83,162,88,7.0,899,899,454.0,454.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,14404449,15025631,10,81306,1768135,37,69,37,6.0,882,879,416.0,416.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,14404449,15025631,10,81306,1768135,37,69,37,6.0,879,879,336.0,336.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,118924117,383605888,10,81306,1768135,53,101,95,6.0,872,869,494.0,494.0,8.0,12.0,8.0,12.0
twitter_combined.txt.gz,KBest,118924117,383605888,10,81306,1768135,53,101,95,6.0,869,869,418.0,418.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,177470611,31608419,10,81306,1768135,22,36,38,4.0,893,893,336.0,336.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,KBest,177470611,31608419,10,81306,1768135,22,36,38,4.0,893,893,288.0,288.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,14428430,455224527,10,81306,1768135,33,58,40,6.0,886,885,424.0,424.0,6.0,10.0,6.0,10.0
twitter_combined.txt.gz,KBest,14428430,455224527,10,81306,1768135,33,58,40,6.0,885,885,346.0,346.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,19948217,49140953,10,81306,1768135,45,82,39,5.0,893,891,362.0,362.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,19948217,49140953,10,81306,1768135,45,82,39,5.0,891,891,248.0,248.0,4.0,6.0,4.0,6.0
twitter_combined.txt.gz,Diverse,67587425,71048726,10,81306,1768135,85,211,140,5.0,885,876,436.0,436.0,8.0,10.0,8.0,10.0
twitter_combined.txt.gz,KBest,67587425,71048726,10,81306,1768135,85,211,140,5.0,876,876,368.0,368.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,38730615,99330079,10,81306,1768135,45,86,113,5.0,873,870,428.0,428.0,6.0,10.0,6.0,10.0
twitter_combined.txt.gz,KBest,38730615,99330079,10,81306,1768135,45,86,113,5.0,870,870,302.0,302.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,110880010,14863134,10,81306,1768135,35,65,48,5.0,877,876,372.0,372.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,110880010,14863134,10,81306,1768135,35,65,48,5.0,876,876,344.0,344.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,15647839,271668181,10,81306,1768135,36,66,41,4.0,876,875,354.0,354.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,KBest,15647839,271668181,10,81306,1768135,36,66,41,4.0,875,875,298.0,298.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,78644553,25495625,10,81306,1768135,86,186,114,5.0,868,861,420.0,420.0,6.0,10.0,6.0,10.0
twitter_combined.txt.gz,KBest,78644553,25495625,10,81306,1768135,86,186,114,5.0,861,861,390.0,390.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,85982464,161714779,10,81306,1768135,50,106,119,6.0,1165,866,500.0,500.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,KBest,85982464,161714779,10,81306,1768135,50,106,119,6.0,866,866,418.0,418.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,18055737,448498993,10,81306,1768135,62,124,71,5.0,861,858,420.0,420.0,6.0,10.0,6.0,10.0
twitter_combined.txt.gz,KBest,18055737,448498993,10,81306,1768135,62,124,71,5.0,858,858,320.0,320.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,108993961,16043308,10,81306,1768135,35,67,35,5.0,872,871,394.0,394.0,6.0,10.0,6.0,10.0
twitter_combined.txt.gz,KBest,108993961,16043308,10,81306,1768135,35,67,35,5.0,871,871,364.0,364.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,5817672,35206976,10,81306,1768135,34,70,81,4.0,876,875,358.0,358.0,6.0,8.0,6.0,8.0
twitter_combined.txt.gz,KBest,5817672,35206976,10,81306,1768135,34,70,81,4.0,875,875,300.0,300.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,140717601,16369845,10,81306,1768135,33,65,48,6.0,880,879,314.0,314.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,KBest,140717601,16369845,10,81306,1768135,33,65,48,6.0,879,879,286.0,286.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,287865545,301085060,10,81306,1768135,37,69,44,5.0,867,866,410.0,410.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,287865545,301085060,10,81306,1768135,37,69,44,5.0,866,866,344.0,344.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,167744987,29332793,10,81306,1768135,37,64,30,5.0,876,875,342.0,342.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,KBest,167744987,29332793,10,81306,1768135,37,64,30,5.0,875,875,282.0,282.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,18571434,59554328,10,81306,1768135,70,138,76,6.0,868,864,428.0,428.0,8.0,10.0,8.0,10.0
twitter_combined.txt.gz,KBest,18571434,59554328,10,81306,1768135,70,138,76,6.0,864,864,346.0,346.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,118494281,15588104,10,81306,1768135,41,80,63,5.0,882,881,422.0,422.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,118494281,15588104,10,81306,1768135,41,80,63,5.0,881,881,344.0,344.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,19911491,160237722,10,81306,1768135,63,121,67,4.0,886,882,348.0,348.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,KBest,19911491,160237722,10,81306,1768135,63,121,67,4.0,882,882,306.0,306.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,29238311,343044739,10,81306,1768135,23,38,34,6.0,873,873,352.0,352.0,0.0,12.0,0.0,12.0
twitter_combined.txt.gz,KBest,29238311,343044739,10,81306,1768135,23,38,34,6.0,873,873,324.0,324.0,4.0,12.0,4.0,12.0
twitter_combined.txt.gz,Diverse,404492769,547987391,10,81306,1768135,35,63,47,8.0,890,889,360.0,360.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,404492769,547987391,10,81306,1768135,35,63,47,8.0,889,889,316.0,316.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,114866624,34484725,10,81306,1768135,39,76,48,5.0,879,878,420.0,420.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,KBest,114866624,34484725,10,81306,1768135,39,76,48,5.0,878,878,358.0,358.0,4.0,10.0,4.0,10.0
twitter_combined.txt.gz,Diverse,15807906,16102671,10,81306,1768135,72,150,99,4.0,882,877,352.0,352.0,6.0,8.0,6.0,8.0
twitter_combined.txt.gz,KBest,15807906,16102671,10,81306,1768135,72,150,99,4.0,877,877,288.0,288.0,4.0,8.0,4.0,8.0
twitter_combined.txt.gz,Diverse,37626336,285235934,10,81306,1768135,71,129,146,6.0,896,892,520.0,520.0,6.0,12.0,6.0,12.0
twitter_combined.txt.gz,KBest,37626336,285235934,10,81306,1768135,71,129,146,6.0,892,892,428.0,428.0,4.0,12.0,4.0,12.0
nyc_dist.gr.gz,Diverse,115113,160791,10,264346,730100,851,860,384,815.75,1944,1887,1824200.0,1953.0,0.0,71800.0,0.0,77.0
nyc_dist.gr.gz,KBest,115113,160791,10,264346,730100,851,860,384,815.75,1890,1887,979800.0,1041.0,5400.0,47400.0,4.0,51.0
nyc_dist.gr.gz,Diverse,263742,137334,10,264346,730100,403,410,144,384.1666666666667,1741,1728,1138200.0,1163.0,0.0,47600.0,0.0,48.0
nyc_dist.gr.gz,KBest,263742,137334,10,264346,730100,403,410,144,384.1666666666667,1729,1728,898200.0,852.0,5200.0,37600.0,3.0,35.0
nyc_dist.gr.gz,Diverse,3497,64992,10,264346,730100,930,937,128,883.5,1686,1660,2403200.0,2566.0,0.0,97000.0,0.0,103.0
nyc_dist.gr.gz,KBest,3497,64992,10,264346,730100,930,937,128,883.5,1662,1660,1158600.0,1363.0,1600.0,66800.0,3.0,77.0
nyc_dist.gr.gz,Diverse,46522,162416,10,264346,730100,590,601,1536,562.5,1283,1271,1802000.0,1679.0,0.0,79200.0,0.0,71.0
nyc_dist.gr.gz,KBest,46522,162416,10,264346,730100,590,601,1536,562.5,1271,1271,1525600.0,1030.0,6400.0,65200.0,3.0,45.0
nyc_dist.gr.gz,Diverse,84184,97941,10,264346,730100,656,661,48,635.3333333333334,1314,1299,1201200.0,1227.0,0.0,49200.0,0.0,50.0
nyc_dist.gr.gz,KBest,84184,97941,10,264346,730100,656,661,48,635.3333333333334,1300,1299,1025400.0,937.0,5200.0,42200.0,5.0,40.0
nyc_dist.gr.gz,Diverse,180259,124313,10,264346,730100,675,682,128,601.0,1197,1184,4082000.0,3945.0,0.0,164000.0,0.0,158.0
nyc_dist.gr.gz,KBest,180259,124313,10,264346,730100,675,682,128,601.0,1185,1184,3526800.0,3253.0,1600.0,142000.0,4.0,131.0
nyc_dist.gr.gz,Diverse,208927,103590,10,264346,730100,386,394,160,368.9,1191,1184,786800.0,1101.0,0.0,32600.0,0.0,45.0
nyc_dist.gr.gz,KBest,208927,103590,10,264346,730100,386,394,160,368.9,1184,1184,570200.0,678.0,2600.0,24400.0,3.0,29.0
nyc_dist.gr.gz,Diverse,226941,185810,10,264346,730100,529,535,48,500.75,1315,1305,1564400.0,1478.0,0.0,63000.0,0.0,59.0
nyc_dist.gr.gz,KBest,226941,185810,10,264346,730100,529,535,48,500.75,1305,1305,1351800.0,1305.0,10000.0,57600.0,8.0,55.0
nyc_dist.gr.gz,Diverse,4116,38455,10,264346,730100,595,600,48,535.8333333333334,1210,1199,3640200.0,3183.0,0.0,149200.0,0.0,130.0
nyc_dist.gr.gz,KBest,4116,38455,10,264346,730100,595,600,48,535.8333333333334,1199,1199,2820000.0,2559.0,7000.0,132000.0,4.0,119.0
nyc_dist.gr.gz,Diverse,136053,123660,10,264346,730100,445,451,64,422.75,1217,1210,1110200.0,1205.0,0.0,43600.0,0.0,48.0
nyc_dist.gr.gz,KBest,136053,123660,10,264346,730100,445,451,64,422.75,1210,1210,340400.0,381.0,600.0,15800.0,3.0,17.0
nyc_dist.gr.gz,Diverse,180458,124062,10,264346,730100,635,644,320,614.6,1171,1160,997200.0,1290.0,0.0,39800.0,0.0,51.0
nyc_dist.gr.gz,KBest,180458,124062,10,264346,730100,635,644,320,614.6,1160,1160,523800.0,750.0,1400.0,24600.0,4.0,34.0
nyc_dist.gr.gz,Diverse,177283,61280,10,264346,730100,1081,1096,416,1024.423076923077,1160,1142,2330000.0,2372.0,0.0,87400.0,0.0,90.0
nyc_dist.gr.gz,KBest,177283,61280,10,264346,730100,1081,1096,416,1024.423076923077,1143,1142,1207200.0,1251.0,3200.0,50800.0,6.0,51.0
nyc_dist.gr.gz,Diverse,185349,106068,10,264346,730100,692,697,32,669.75,1162,1151,1087000.0,1172.0,0.0,42400.0,0.0,46.0
nyc_dist.gr.gz,KBest,185349,106068,10,264346,730100,692,697,32,669.75,1151,1151,689400.0,697.0,3400.0,27400.0,4.0,29.0
nyc_dist.gr.gz,Diverse,215487,205628,10,264346,730100,303,314,52,270.9230769230769,1229,1225,1382800.0,1142.0,0.0,48600.0,0.0,41.0
nyc_dist.gr.gz,KBest,215487,205628,10,264346,730100,303,314,52,270.9230769230769,1225,1225,855800.0,588.0,2200.0,31200.0,4.0,22.0
nyc_dist.gr.gz,Diverse,56315,91222,10,264346,730100,493,506,4096,461.0,2014,2007,1863800.0,1874.0,0.0,73400.0,0.0,74.0
nyc_dist.gr.gz,KBest,56315,91222,10,264346,730100,493,506,4096,461.0,2007,2007,486400.0,381.0,4200.0,21400.0,4.0,17.0
nyc_dist.gr.gz,Diverse,108063,454,10,264346,730100,749,764,10001,701.4402559744026,1292,1280,3369400.0,2786.0,0.0,140600.0,0.0,115.0
nyc_dist.gr.gz,KBest,108063,454,10,264346,730100,749,764,10001,701.4402559744026,1281,1280,555000.0,453.0,5000.0,22800.0,4.0,19.0
nyc_dist.gr.gz,Diverse,59426,84334,10,264346,730100,447,452,32,434.5,1312,1306,735200.0,759.0,0.0,29800.0,0.0,31.0
nyc_dist.gr.gz,KBest,59426,84334,10,264346,730100,447,452,32,434.5,1306,1306,373000.0,451.0,1000.0,18800.0,3.0,18.0
nyc_dist.gr.gz,Diverse,169162,100739,10,264346,730100,673,685,1536,648.5,1144,1134,1146200.0,1499.0,0.0,48400.0,0.0,63.0
nyc_dist.gr.gz,KBest,169162,100739,10,264346,730100,673,685,1536,648.5,1134,1134,681600.0,779.0,600.0,30400.0,3.0,35.0
nyc_dist.gr.gz,Diverse,116086,82300,10,264346,730100,790,801,864,760.1666666666666,2123,2111,1604400.0,1742.0,0.0,67000.0,0.0,72.0
nyc_dist.gr.gz,KBest,116086,82300,10,264346,730100,790,801,864,760.1666666666666,2112,2111,540200.0,449.0,1600.0,25400.0,3.0,22.0
nyc_dist.gr.gz,Diverse,225251,157483,10,264346,730100,649,656,192,628.5,1290,1281,1106400.0,1265.0,0.0,46600.0,0.0,53.0
nyc_dist.gr.gz,KBest,225251,157483,10,264346,730100,649,656,192,628.5,1281,1281,796000.0,939.0,2400.0,33800.0,3.0,40.0
