instance_name,algo_type,source,target,k,vertices,edges,vertices_preprocess,edges_preprocess,path_count,avg_length,ms, ms_preprocess,diversity, diversity_uw, div_min, div_max, min_uw, max_uw
wikivote.txt.gz,Diverse,2141,5835,10,7115,103689,32,67,37,4.0,18,17,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,2141,5835,10,7115,103689,32,67,37,4.0,17,17,258.0,258.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,1980,216,10,7115,103689,26,45,36,4.0,16,16,350.0,350.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,1980,216,10,7115,103689,26,45,36,4.0,16,16,318.0,318.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,1749,5714,10,7115,103689,68,203,137,3.0,29,24,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,1749,5714,10,7115,103689,68,203,137,3.0,24,24,262.0,262.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,4273,2674,10,7115,103689,27,67,42,3.0,20,19,264.0,264.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,KBest,4273,2674,10,7115,103689,27,67,42,3.0,19,19,260.0,260.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,6771,1326,10,7115,103689,39,85,86,5.0,20,17,352.0,352.0,6.0,8.0,6.0,8.0
wikivote.txt.gz,KBest,6771,1326,10,7115,103689,39,85,86,5.0,17,17,326.0,326.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,7391,3258,10,7115,103689,33,66,35,3.0,19,18,264.0,264.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,KBest,7391,3258,10,7115,103689,33,66,35,3.0,18,18,256.0,256.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,2077,5106,10,7115,103689,47,98,53,4.0,20,18,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,2077,5106,10,7115,103689,47,98,53,4.0,18,18,262.0,262.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,6320,896,10,7115,103689,41,83,44,3.0,20,18,266.0,266.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,KBest,6320,896,10,7115,103689,41,83,44,3.0,18,18,248.0,248.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,1894,4653,10,7115,103689,80,186,109,5.0,24,19,314.0,314.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,1894,4653,10,7115,103689,80,186,109,5.0,19,19,268.0,268.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,3073,5321,10,7115,103689,43,104,63,3.0,21,19,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,3073,5321,10,7115,103689,43,104,63,3.0,19,19,252.0,252.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,5765,3772,10,7115,103689,42,105,65,4.0,19,17,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,5765,3772,10,7115,103689,42,105,65,4.0,17,17,258.0,258.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,4495,4798,10,7115,103689,33,70,39,4.0,20,19,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,4495,4798,10,7115,103689,33,70,39,4.0,19,19,258.0,258.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,3006,978,10,7115,103689,42,96,56,3.0,22,20,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,3006,978,10,7115,103689,42,96,56,3.0,20,20,258.0,258.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,6007,1260,10,7115,103689,86,192,160,5.0,25,18,426.0,426.0,6.0,10.0,6.0,10.0
wikivote.txt.gz,KBest,6007,1260,10,7115,103689,86,192,160,5.0,18,18,390.0,390.0,4.0,10.0,4.0,10.0
wikivote.txt.gz,Diverse,6071,152,10,7115,103689,51,98,49,4.0,20,17,254.0,254.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,KBest,6071,152,10,7115,103689,51,98,49,4.0,17,17,224.0,224.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,3047,8277,10,7115,103689,34,64,37,4.0,19,18,338.0,338.0,6.0,8.0,6.0,8.0
wikivote.txt.gz,KBest,3047,8277,10,7115,103689,34,64,37,4.0,18,18,322.0,322.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,5915,5155,10,7115,103689,36,74,40,3.0,18,17,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,5915,5155,10,7115,103689,36,74,40,3.0,17,17,258.0,258.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,5615,2818,10,7115,103689,34,68,36,4.0,18,17,302.0,302.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,5615,2818,10,7115,103689,34,68,36,4.0,17,17,244.0,244.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,3615,7726,10,7115,103689,76,186,112,3.0,27,22,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,3615,7726,10,7115,103689,76,186,112,3.0,22,22,262.0,262.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,1535,2977,10,7115,103689,48,131,85,4.0,22,19,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,1535,2977,10,7115,103689,48,131,85,4.0,19,19,264.0,264.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,462,4323,10,7115,103689,50,109,62,4.0,22,20,316.0,316.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,462,4323,10,7115,103689,50,109,62,4.0,20,20,274.0,274.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,4395,673,10,7115,103689,23,40,31,5.0,17,17,342.0,342.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,4395,673,10,7115,103689,23,40,31,5.0,17,17,326.0,326.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,573,4689,10,7115,103689,37,79,44,5.0,19,18,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,573,4689,10,7115,103689,37,79,44,5.0,18,18,256.0,256.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,7728,2160,10,7115,103689,34,64,32,5.0,21,20,268.0,268.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,KBest,7728,2160,10,7115,103689,34,64,32,5.0,20,20,260.0,260.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,2129,1473,10,7115,103689,55,138,85,3.0,19,16,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,2129,1473,10,7115,103689,55,138,85,3.0,16,16,252.0,252.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,1967,705,10,7115,103689,41,83,53,4.0,20,19,358.0,358.0,6.0,8.0,6.0,8.0
wikivote.txt.gz,KBest,1967,705,10,7115,103689,41,83,53,4.0,19,19,312.0,312.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,1615,4466,10,7115,103689,37,75,40,3.0,20,19,268.0,268.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,KBest,1615,4466,10,7115,103689,37,75,40,3.0,19,19,242.0,242.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,38,5596,10,7115,103689,110,297,243,4.0,30,20,360.0,360.0,8.0,8.0,8.0,8.0
wikivote.txt.gz,KBest,38,5596,10,7115,103689,110,297,243,4.0,20,20,332.0,332.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,3667,7434,10,7115,103689,33,75,49,4.0,18,17,326.0,326.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,3667,7434,10,7115,103689,33,75,49,4.0,17,17,308.0,308.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,6656,1542,10,7115,103689,30,57,31,5.0,18,17,340.0,340.0,6.0,8.0,6.0,8.0
wikivote.txt.gz,KBest,6656,1542,10,7115,103689,30,57,31,5.0,17,17,308.0,308.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,4326,356,10,7115,103689,67,123,58,4.0,20,16,312.0,312.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,4326,356,10,7115,103689,67,123,58,4.0,16,16,274.0,274.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,2693,7879,10,7115,103689,64,144,82,3.0,21,18,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,2693,7879,10,7115,103689,64,144,82,3.0,18,18,256.0,256.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,5504,1425,10,7115,103689,94,209,144,5.0,24,19,360.0,360.0,8.0,8.0,8.0,8.0
wikivote.txt.gz,KBest,5504,1425,10,7115,103689,94,209,144,5.0,19,19,342.0,342.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,1400,6613,10,7115,103689,48,105,59,5.0,21,19,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,1400,6613,10,7115,103689,48,105,59,5.0,19,19,260.0,260.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,1201,4530,10,7115,103689,33,72,41,3.0,20,19,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,1201,4530,10,7115,103689,33,72,41,3.0,19,19,244.0,244.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,5770,6,10,7115,103689,75,177,194,5.0,22,17,420.0,420.0,6.0,10.0,6.0,10.0
wikivote.txt.gz,KBest,5770,6,10,7115,103689,75,177,194,5.0,17,17,334.0,334.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,1292,3486,10,7115,103689,79,241,171,4.0,25,18,350.0,350.0,6.0,8.0,6.0,8.0
wikivote.txt.gz,KBest,1292,3486,10,7115,103689,79,241,171,4.0,18,18,316.0,316.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,7431,1166,10,7115,103689,47,101,56,4.0,21,19,264.0,264.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,KBest,7431,1166,10,7115,103689,47,101,56,4.0,19,19,256.0,256.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,713,6388,10,7115,103689,83,242,161,4.0,23,17,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,713,6388,10,7115,103689,83,242,161,4.0,18,17,262.0,262.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,4383,4448,10,7115,103689,50,99,56,4.0,20,19,334.0,334.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,4383,4448,10,7115,103689,50,99,56,4.0,19,19,316.0,316.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,4908,204,10,7115,103689,37,67,32,4.0,20,19,264.0,264.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,KBest,4908,204,10,7115,103689,37,67,32,4.0,19,19,252.0,252.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,900,4778,10,7115,103689,35,73,41,4.0,17,16,320.0,320.0,6.0,8.0,6.0,8.0
wikivote.txt.gz,KBest,900,4778,10,7115,103689,35,73,41,4.0,16,16,256.0,256.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,73,5499,10,7115,103689,27,56,35,4.0,19,19,342.0,342.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,73,5499,10,7115,103689,27,56,35,4.0,19,19,308.0,308.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,1200,3713,10,7115,103689,31,61,32,3.0,18,17,256.0,256.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,KBest,1200,3713,10,7115,103689,31,61,32,3.0,17,17,226.0,226.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,7299,6951,10,7115,103689,55,109,56,5.0,20,18,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,7299,6951,10,7115,103689,55,109,56,5.0,18,18,258.0,258.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,2067,308,10,7115,103689,44,82,55,5.0,18,17,360.0,360.0,8.0,8.0,8.0,8.0
wikivote.txt.gz,KBest,2067,308,10,7115,103689,44,82,55,5.0,17,17,338.0,338.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,5192,3104,10,7115,103689,45,102,59,4.0,19,17,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,5192,3104,10,7115,103689,45,102,59,4.0,17,17,262.0,262.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,5884,2560,10,7115,103689,38,72,36,4.0,18,17,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,5884,2560,10,7115,103689,38,72,36,4.0,17,17,260.0,260.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,5584,1692,10,7115,103689,40,72,34,4.0,20,19,342.0,342.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,5584,1692,10,7115,103689,40,72,34,4.0,19,19,312.0,312.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,1588,1287,10,7115,103689,36,67,34,5.0,21,20,334.0,334.0,6.0,8.0,6.0,8.0
wikivote.txt.gz,KBest,1588,1287,10,7115,103689,36,67,34,5.0,20,20,300.0,300.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,4632,2247,10,7115,103689,51,96,47,4.0,20,18,262.0,262.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,KBest,4632,2247,10,7115,103689,51,96,47,4.0,18,18,234.0,234.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,2907,61,10,7115,103689,58,113,58,4.0,20,17,296.0,296.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,2907,61,10,7115,103689,58,113,58,4.0,17,17,250.0,250.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,1457,3028,10,7115,103689,33,71,40,3.0,21,20,254.0,254.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,KBest,1457,3028,10,7115,103689,33,71,40,3.0,20,20,210.0,210.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,6923,183,10,7115,103689,30,51,41,5.0,17,17,384.0,384.0,4.0,10.0,4.0,10.0
wikivote.txt.gz,KBest,6923,183,10,7115,103689,30,51,41,5.0,17,17,316.0,316.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,4040,2426,10,7115,103689,27,59,34,3.0,16,16,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,4040,2426,10,7115,103689,27,59,34,3.0,16,16,250.0,250.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,580,1636,10,7115,103689,35,80,54,4.0,20,19,346.0,346.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,580,1636,10,7115,103689,35,80,54,4.0,19,19,304.0,304.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,3142,7618,10,7115,103689,36,73,39,3.0,20,19,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,3142,7618,10,7115,103689,36,73,39,3.0,19,19,258.0,258.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,2356,6458,10,7115,103689,46,116,72,3.0,18,16,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,2356,6458,10,7115,103689,46,116,72,3.0,16,16,254.0,254.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,2701,5162,10,7115,103689,29,59,32,3.0,18,18,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,2701,5162,10,7115,103689,29,59,32,3.0,18,18,254.0,254.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,3151,2638,10,7115,103689,51,98,50,5.0,18,16,346.0,346.0,6.0,8.0,6.0,8.0
wikivote.txt.gz,KBest,3151,2638,10,7115,103689,51,98,50,5.0,16,16,284.0,284.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,4098,974,10,7115,103689,30,61,33,3.0,23,19,246.0,246.0,0.0,6.0,0.0,6.0
wikivote.txt.gz,KBest,4098,974,10,7115,103689,30,61,33,3.0,19,19,232.0,232.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,1252,2825,10,7115,103689,33,75,44,4.0,21,20,320.0,320.0,6.0,8.0,6.0,8.0
wikivote.txt.gz,KBest,1252,2825,10,7115,103689,33,75,44,4.0,20,20,264.0,264.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,4654,1901,10,7115,103689,56,117,63,4.0,20,18,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,4654,1901,10,7115,103689,56,117,63,4.0,18,18,246.0,246.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,6158,3293,10,7115,103689,30,62,34,4.0,18,17,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,6158,3293,10,7115,103689,30,62,34,4.0,17,17,256.0,256.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,5746,6756,10,7115,103689,51,106,57,5.0,22,20,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,5746,6756,10,7115,103689,51,106,57,5.0,20,20,244.0,244.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,5980,959,10,7115,103689,46,104,61,4.0,18,16,332.0,332.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,5980,959,10,7115,103689,46,104,61,4.0,16,16,304.0,304.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,7565,2479,10,7115,103689,43,98,82,5.0,18,17,350.0,350.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,KBest,7565,2479,10,7115,103689,43,98,82,5.0,17,17,324.0,324.0,4.0,8.0,4.0,8.0
wikivote.txt.gz,Diverse,749,2968,10,7115,103689,47,112,67,3.0,18,17,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,749,2968,10,7115,103689,47,112,67,3.0,17,17,256.0,256.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,1921,3520,10,7115,103689,29,57,30,4.0,20,20,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,1921,3520,10,7115,103689,29,57,30,4.0,20,20,258.0,258.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,4446,55,10,7115,103689,58,108,52,4.0,24,22,276.0,276.0,0.0,8.0,0.0,8.0
wikivote.txt.gz,KBest,4446,55,10,7115,103689,58,108,52,4.0,22,22,180.0,180.0,4.0,4.0,4.0,4.0
wikivote.txt.gz,Diverse,585,4199,10,7115,103689,53,123,72,4.0,20,17,320.0,320.0,6.0,8.0,6.0,8.0
wikivote.txt.gz,KBest,585,4199,10,7115,103689,53,123,72,4.0,17,17,254.0,254.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,3836,3284,10,7115,103689,31,64,35,4.0,20,19,270.0,270.0,6.0,6.0,6.0,6.0
wikivote.txt.gz,KBest,3836,3284,10,7115,103689,31,64,35,4.0,19,19,264.0,264.0,4.0,6.0,4.0,6.0
wikivote.txt.gz,Diverse,4992,29,10,7115,103689,111,252,252,5.0,28,18,434.0,434.0,8.0,10.0,8.0,10.0
