wikivote.txt.gz,Diverse,7235,2999,10,7115,103689,44,87,46,3.9130434782608696,80,266.0
wikivote.txt.gz,KBest,7235,2999,10,7115,103689,44,87,46,3.9130434782608696,29,246.0
wikivote.txt.gz,Diverse,3748,10,10,7115,103689,25,50,34,3.8823529411764706,21,314.0
wikivote.txt.gz,KBest,3748,10,10,7115,103689,25,50,34,3.8823529411764706,19,298.0
wikivote.txt.gz,Diverse,3911,6901,10,7115,103689,45,102,60,3.933333333333333,27,306.0
wikivote.txt.gz,KBest,3911,6901,10,7115,103689,45,102,60,3.933333333333333,20,284.0
wikivote.txt.gz,Diverse,5980,130,10,7115,103689,38,69,54,4.907407407407407,18,406.0
wikivote.txt.gz,KBest,5980,130,10,7115,103689,38,69,54,4.907407407407407,16,348.0
wikivote.txt.gz,Diverse,5907,3717,10,7115,103689,35,70,38,3.8947368421052633,20,270.0
wikivote.txt.gz,KBest,5907,3717,10,7115,103689,35,70,38,3.8947368421052633,17,260.0
wikivote.txt.gz,Diverse,3171,5392,10,7115,103689,41,84,46,3.9130434782608696,23,270.0
wikivote.txt.gz,KBest,3171,5392,10,7115,103689,41,84,46,3.9130434782608696,20,248.0
wikivote.txt.gz,Diverse,5989,687,10,7115,103689,45,93,75,4.933333333333334,23,342.0
wikivote.txt.gz,KBest,5989,687,10,7115,103689,45,93,75,4.933333333333334,19,298.0
wikivote.txt.gz,Diverse,1314,8295,10,7115,103689,27,55,31,3.870967741935484,24,252.0
wikivote.txt.gz,KBest,1314,8295,10,7115,103689,27,55,31,3.870967741935484,22,236.0
wikivote.txt.gz,Diverse,6726,2504,10,7115,103689,91,204,118,3.9661016949152543,33,360.0
wikivote.txt.gz,KBest,6726,2504,10,7115,103689,91,204,118,3.9661016949152543,20,286.0
wikivote.txt.gz,Diverse,3665,1377,10,7115,103689,86,233,185,3.9783783783783786,33,360.0
wikivote.txt.gz,KBest,3665,1377,10,7115,103689,86,233,185,3.9783783783783786,18,328.0
wikivote.txt.gz,Diverse,3033,2185,10,7115,103689,45,101,60,3.933333333333333,22,328.0
wikivote.txt.gz,KBest,3033,2185,10,7115,103689,45,101,60,3.933333333333333,18,278.0
wikivote.txt.gz,Diverse,5878,836,10,7115,103689,38,77,58,4.913793103448276,20,350.0
wikivote.txt.gz,KBest,5878,836,10,7115,103689,38,77,58,4.913793103448276,17,284.0
wikivote.txt.gz,Diverse,5346,3937,10,7115,103689,36,83,50,4.9,25,270.0
wikivote.txt.gz,KBest,5346,3937,10,7115,103689,36,83,50,4.9,22,232.0
wikivote.txt.gz,Diverse,2958,1771,10,7115,103689,39,85,59,3.9322033898305087,24,342.0
wikivote.txt.gz,KBest,2958,1771,10,7115,103689,39,85,59,3.9322033898305087,21,304.0
wikivote.txt.gz,Diverse,3958,836,10,7115,103689,38,81,65,3.9384615384615387,25,354.0
wikivote.txt.gz,KBest,3958,836,10,7115,103689,38,81,65,3.9384615384615387,22,312.0
wikivote.txt.gz,Diverse,1376,3033,10,7115,103689,35,86,54,3.925925925925926,24,268.0
wikivote.txt.gz,KBest,1376,3033,10,7115,103689,35,86,54,3.925925925925926,21,242.0
wikivote.txt.gz,Diverse,7902,6096,10,7115,103689,52,108,60,3.933333333333333,25,342.0
wikivote.txt.gz,KBest,7902,6096,10,7115,103689,52,108,60,3.933333333333333,19,308.0
wikivote.txt.gz,Diverse,3085,2940,10,7115,103689,33,71,41,3.902439024390244,23,270.0
wikivote.txt.gz,KBest,3085,2940,10,7115,103689,33,71,41,3.902439024390244,21,248.0
wikivote.txt.gz,Diverse,410,6628,10,7115,103689,39,80,44,3.909090909090909,21,270.0
wikivote.txt.gz,KBest,410,6628,10,7115,103689,39,80,44,3.909090909090909,18,250.0
wikivote.txt.gz,Diverse,4994,2185,10,7115,103689,60,133,86,4.941860465116279,24,418.0
wikivote.txt.gz,KBest,4994,2185,10,7115,103689,60,133,86,4.941860465116279,17,374.0
wikivote.txt.gz,Diverse,1377,216,10,7115,103689,30,54,41,3.902439024390244,23,352.0
wikivote.txt.gz,KBest,1377,216,10,7115,103689,30,54,41,3.902439024390244,22,268.0
wikivote.txt.gz,Diverse,7618,216,10,7115,103689,29,50,39,4.871794871794871,18,398.0
wikivote.txt.gz,KBest,7618,216,10,7115,103689,29,50,39,4.871794871794871,17,350.0
wikivote.txt.gz,Diverse,8110,1022,10,7115,103689,77,175,106,4.952830188679245,31,354.0
wikivote.txt.gz,KBest,8110,1022,10,7115,103689,77,175,106,4.952830188679245,19,300.0
wikivote.txt.gz,Diverse,4206,2237,10,7115,103689,43,88,48,4.895833333333333,23,264.0
wikivote.txt.gz,KBest,4206,2237,10,7115,103689,43,88,48,4.895833333333333,21,244.0
wikivote.txt.gz,Diverse,199,2955,10,7115,103689,97,223,136,3.9705882352941178,28,358.0
wikivote.txt.gz,KBest,199,2955,10,7115,103689,97,223,136,3.9705882352941178,16,326.0
wikivote.txt.gz,Diverse,1911,3911,10,7115,103689,58,124,73,4.931506849315069,25,334.0
wikivote.txt.gz,KBest,1911,3911,10,7115,103689,58,124,73,4.931506849315069,19,298.0
wikivote.txt.gz,Diverse,489,5801,10,7115,103689,41,81,45,4.888888888888889,22,370.0
wikivote.txt.gz,KBest,489,5801,10,7115,103689,41,81,45,4.888888888888889,19,298.0
wikivote.txt.gz,Diverse,3151,545,10,7115,103689,42,79,40,4.875,18,338.0
wikivote.txt.gz,KBest,3151,545,10,7115,103689,42,79,40,4.875,15,302.0
wikivote.txt.gz,Diverse,1763,6628,10,7115,103689,49,116,70,4.928571428571429,20,336.0
wikivote.txt.gz,KBest,1763,6628,10,7115,103689,49,116,70,4.928571428571429,17,312.0
wikivote.txt.gz,Diverse,1105,7389,10,7115,103689,32,59,30,3.8666666666666667,21,306.0
wikivote.txt.gz,KBest,1105,7389,10,7115,103689,32,59,30,3.8666666666666667,19,286.0
wikivote.txt.gz,Diverse,1340,769,10,7115,103689,31,59,31,3.870967741935484,26,270.0
