Instance_Name,Algo_Type,Source,Target,k,#V,#E,#V_stPaths,#E_stPaths,#stPaths,Avg_stPath_Length,Milliseconds,Diversity
nyc_dist.gr.gz,Diverse,195747,86178,80,264346,730100,702,719,10001,629.6961303869613,1420,2.403662E8
nyc_dist.gr.gz,KBest,195747,86178,80,264346,730100,702,719,10001,629.6961303869613,1150,1.104142E8
nyc_dist.gr.gz,Diverse,194715,49303,80,264346,730100,236,250,528,178.07575757575756,1234,1.401154E8
nyc_dist.gr.gz,KBest,194715,49303,80,264346,730100,236,250,528,178.07575757575756,1164,9.60184E7
nyc_dist.gr.gz,Diverse,169556,83564,80,264346,730100,828,840,512,785.0,1413,1.185824E8
nyc_dist.gr.gz,KBest,169556,83564,80,264346,730100,828,840,512,785.0,1088,9.78062E7
nyc_dist.gr.gz,Diverse,196995,231215,80,264346,730100,297,308,1920,269.1333333333333,1253,3.563678E8
nyc_dist.gr.gz,KBest,196995,231215,80,264346,730100,297,308,1920,269.1333333333333,1147,3.054224E8
nyc_dist.gr.gz,Diverse,28422,209546,80,264346,730100,368,379,2304,349.3333333333333,1293,8.3639E7
nyc_dist.gr.gz,KBest,28422,209546,80,264346,730100,368,379,2304,349.3333333333333,1178,5.75558E7
nyc_dist.gr.gz,Diverse,139667,80057,80,264346,730100,868,882,1280,786.8,1510,2.248532E8
nyc_dist.gr.gz,KBest,139667,80057,80,264346,730100,868,882,1280,786.8,1167,1.861626E8
nyc_dist.gr.gz,Diverse,212816,9534,80,264346,730100,536,549,7680,508.1333333333333,1267,1.09691E8
nyc_dist.gr.gz,KBest,212816,9534,80,264346,730100,536,549,7680,508.1333333333333,1101,3.9029E7
nyc_dist.gr.gz,Diverse,172919,126588,80,264346,730100,659,669,640,635.6,1396,7.33426E7
nyc_dist.gr.gz,KBest,172919,126588,80,264346,730100,659,669,640,635.6,1129,4.39302E7
nyc_dist.gr.gz,Diverse,151812,89667,80,264346,730100,650,663,1280,603.6,1370,1.469224E8
nyc_dist.gr.gz,KBest,151812,89667,80,264346,730100,650,663,1280,603.6,1116,9.78062E7
nyc_dist.gr.gz,Diverse,41533,158071,80,264346,730100,623,635,2304,592.6666666666666,1474,1.296386E8
nyc_dist.gr.gz,KBest,41533,158071,80,264346,730100,623,635,2304,592.6666666666666,1209,1.12502E8
nyc_dist.gr.gz,Diverse,73771,890,80,264346,730100,1072,1087,10001,1012.4906509349065,1811,2.452234E8
nyc_dist.gr.gz,KBest,73771,890,80,264346,730100,1072,1087,10001,1012.4906509349065,1257,1.74366E8
nyc_dist.gr.gz,Diverse,181625,58695,80,264346,730100,699,710,1280,676.1,1407,8.8402E7
nyc_dist.gr.gz,KBest,181625,58695,80,264346,730100,699,710,1280,676.1,1137,7.11672E7
nyc_dist.gr.gz,Diverse,172932,68028,80,264346,730100,663,673,640,639.6,1397,7.33426E7
nyc_dist.gr.gz,KBest,172932,68028,80,264346,730100,663,673,640,639.6,1130,4.39302E7
nyc_dist.gr.gz,Diverse,126448,171693,80,264346,730100,627,638,1536,599.0,1636,1.254592E8
nyc_dist.gr.gz,KBest,126448,171693,80,264346,730100,627,638,1536,599.0,1225,1.160098E8
nyc_dist.gr.gz,Diverse,210448,91425,80,264346,730100,821,832,512,768.0,1443,1.409168E8
nyc_dist.gr.gz,KBest,210448,91425,80,264346,730100,821,832,512,768.0,1109,9.78062E7
nyc_dist.gr.gz,Diverse,167191,239638,80,264346,730100,493,502,576,467.1666666666667,1287,1.084722E8
nyc_dist.gr.gz,KBest,167191,239638,80,264346,730100,493,502,576,467.1666666666667,1109,6.9935E7
nyc_dist.gr.gz,Diverse,88868,185213,80,264346,730100,962,983,6656,883.4230769230769,1597,2.166372E8
nyc_dist.gr.gz,KBest,88868,185213,80,264346,730100,962,983,6656,883.4230769230769,1217,1.07806E8
nyc_dist.gr.gz,Diverse,116225,84224,80,264346,730100,688,700,1620,653.8666666666667,1538,1.18557E8
nyc_dist.gr.gz,KBest,116225,84224,80,264346,730100,688,700,1620,653.8666666666667,1247,6.60318E7
nyc_dist.gr.gz,Diverse,2346,75039,80,264346,730100,977,991,4096,906.0,1494,2.238802E8
nyc_dist.gr.gz,KBest,2346,75039,80,264346,730100,977,991,4096,906.0,1144,7.41828E7
nyc_dist.gr.gz,Diverse,164215,91099,80,264346,730100,853,867,1536,745.3333333333334,1441,2.837988E8
nyc_dist.gr.gz,KBest,164215,91099,80,264346,730100,853,867,1536,745.3333333333334,1088,1.185342E8
nyc_dist.gr.gz,Diverse,5179,71887,80,264346,730100,756,766,768,702.8333333333334,1436,1.813368E8
nyc_dist.gr.gz,KBest,5179,71887,80,264346,730100,756,766,768,702.8333333333334,1151,1.494016E8
nyc_dist.gr.gz,Diverse,187707,209579,80,264346,730100,272,284,4608,251.83333333333334,1253,9.00902E7
nyc_dist.gr.gz,KBest,187707,209579,80,264346,730100,272,284,4608,251.83333333333334,1175,6.49978E7
nyc_dist.gr.gz,Diverse,178875,109961,80,264346,730100,511,520,384,475.75,1319,1.147998E8
nyc_dist.gr.gz,KBest,178875,109961,80,264346,730100,511,520,384,475.75,1121,9.49152E7
nyc_dist.gr.gz,Diverse,177793,65426,80,264346,730100,946,970,10001,864.3609639036097,1563,4.430048E8
nyc_dist.gr.gz,KBest,177793,65426,80,264346,730100,946,970,10001,864.3609639036097,1118,1.109962E8
nyc_dist.gr.gz,Diverse,178866,49278,80,264346,730100,511,520,320,490.6,1314,6.35026E7
nyc_dist.gr.gz,KBest,178866,49278,80,264346,730100,511,520,320,490.6,1119,4.39302E7
nyc_dist.gr.gz,Diverse,239748,187155,80,264346,730100,415,423,288,402.8333333333333,1353,6.6795E7
nyc_dist.gr.gz,KBest,239748,187155,80,264346,730100,415,423,288,402.8333333333333,1206,6.60506E7
nyc_dist.gr.gz,Diverse,100450,178498,80,264346,730100,801,812,1280,776.6,1618,7.94226E7
nyc_dist.gr.gz,KBest,100450,178498,80,264346,730100,801,812,1280,776.6,1263,6.32928E7
nyc_dist.gr.gz,Diverse,154125,41808,80,264346,730100,670,684,9216,631.8333333333334,1331,1.567936E8
nyc_dist.gr.gz,KBest,154125,41808,80,264346,730100,670,684,9216,631.8333333333334,1231,7.60972E7
nyc_dist.gr.gz,Diverse,188938,66412,80,264346,730100,659,673,1280,577.8,1424,2.248532E8
nyc_dist.gr.gz,KBest,188938,66412,80,264346,730100,659,673,1280,577.8,1168,1.861626E8
nyc_dist.gr.gz,Diverse,26833,171760,80,264346,730100,573,586,3072,533.0,1414,1.45996E8
nyc_dist.gr.gz,KBest,26833,171760,80,264346,730100,573,586,3072,533.0,1205,9.54824E7
nyc_dist.gr.gz,Diverse,99708,5103,80,264346,730100,774,782,384,751.8333333333334,1618,9.01184E7
nyc_dist.gr.gz,KBest,99708,5103,80,264346,730100,774,782,384,751.8333333333334,1280,7.71738E7
nyc_dist.gr.gz,Diverse,51953,172769,80,264346,730100,861,876,456,562.5087719298245,1479,7.284962E8
nyc_dist.gr.gz,KBest,51953,172769,80,264346,730100,861,876,456,562.5087719298245,1189,5.202238E8
nyc_dist.gr.gz,Diverse,194541,81908,80,264346,730100,725,742,10001,658.7869213078692,1465,2.101584E8
nyc_dist.gr.gz,KBest,194541,81908,80,264346,730100,725,742,10001,658.7869213078692,1176,1.067742E8
nyc_dist.gr.gz,Diverse,157278,81138,80,264346,730100,862,876,1280,788.3,1423,2.681664E8
nyc_dist.gr.gz,KBest,157278,81138,80,264346,730100,862,876,1280,788.3,1084,1.918818E8
nyc_dist.gr.gz,Diverse,57229,140773,80,264346,730100,591,601,256,548.0,1459,1.217424E8
nyc_dist.gr.gz,KBest,57229,140773,80,264346,730100,591,601,256,548.0,1230,1.171754E8
nyc_dist.gr.gz,Diverse,162641,65948,80,264346,730100,850,871,6656,770.9230769230769,1453,2.169444E8
nyc_dist.gr.gz,KBest,162641,65948,80,264346,730100,850,871,6656,770.9230769230769,1102,9.726E7
nyc_dist.gr.gz,Diverse,47523,182631,80,264346,730100,540,549,320,519.6,1438,6.35026E7
nyc_dist.gr.gz,KBest,47523,182631,80,264346,730100,540,549,320,519.6,1207,5.2533E7
nyc_dist.gr.gz,Diverse,199274,227175,80,264346,730100,405,415,240,378.6166666666667,1259,9.0629E7
nyc_dist.gr.gz,KBest,199274,227175,80,264346,730100,405,415,240,378.6166666666667,1135,8.46022E7
nyc_dist.gr.gz,Diverse,203054,10376,80,264346,730100,383,395,3840,330.6333333333333,1250,1.793394E8
nyc_dist.gr.gz,KBest,203054,10376,80,264346,730100,383,395,3840,330.6333333333333,1126,9.06686E7
nyc_dist.gr.gz,Diverse,60619,158241,80,264346,730100,948,959,480,823.3,1661,4.020158E8
nyc_dist.gr.gz,KBest,60619,158241,80,264346,730100,948,959,480,823.3,1268,3.49186E8
nyc_dist.gr.gz,Diverse,50779,169495,80,264346,730100,440,452,1536,411.0,1332,1.134536E8
nyc_dist.gr.gz,KBest,50779,169495,80,264346,730100,440,452,1536,411.0,1186,8.10914E7
nyc_dist.gr.gz,Diverse,237007,167001,80,264346,730100,630,638,384,609.0,1447,7.4673E7
nyc_dist.gr.gz,KBest,237007,167001,80,264346,730100,630,638,384,609.0,1214,7.20376E7
nyc_dist.gr.gz,Diverse,158073,53728,80,264346,730100,535,547,2304,505.0,1269,1.346918E8
nyc_dist.gr.gz,KBest,158073,53728,80,264346,730100,535,547,2304,505.0,1086,3.12136E7
nyc_dist.gr.gz,Diverse,154403,125421,80,264346,730100,689,700,1536,661.5,1336,1.163978E8
nyc_dist.gr.gz,KBest,154403,125421,80,264346,730100,689,700,1536,661.5,1095,5.03662E7
nyc_dist.gr.gz,Diverse,137040,147605,80,264346,730100,317,328,576,284.5,1268,1.282318E8
nyc_dist.gr.gz,KBest,137040,147605,80,264346,730100,317,328,576,284.5,1170,9.99636E7
nyc_dist.gr.gz,Diverse,154925,75513,80,264346,730100,783,797,1280,709.3,1400,2.681664E8
nyc_dist.gr.gz,KBest,154925,75513,80,264346,730100,783,797,1280,709.3,1088,1.918818E8
nyc_dist.gr.gz,Diverse,177488,59160,80,264346,730100,1064,1080,832,1005.4230769230769,1599,1.558006E8
nyc_dist.gr.gz,KBest,177488,59160,80,264346,730100,1064,1080,832,1005.4230769230769,1147,9.5665E7
nyc_dist.gr.gz,Diverse,78996,2322,80,264346,730100,1117,1132,8192,1045.0,1693,2.280402E8
nyc_dist.gr.gz,KBest,78996,2322,80,264346,730100,1117,1132,8192,1045.0,1290,1.428162E8
nyc_dist.gr.gz,Diverse,179559,71724,80,264346,730100,649,666,1248,597.9230769230769,1411,1.461568E8
nyc_dist.gr.gz,KBest,179559,71724,80,264346,730100,649,666,1248,597.9230769230769,1149,9.64642E7
nyc_dist.gr.gz,Diverse,3116,215322,80,264346,730100,872,882,1024,821.0,1506,1.752622E8
nyc_dist.gr.gz,KBest,3116,215322,80,264346,730100,872,882,1024,821.0,1184,7.2269E7
nyc_dist.gr.gz,Diverse,154342,1484,80,264346,730100,609,622,832,558.6923076923077,1381,1.559316E8
nyc_dist.gr.gz,KBest,154342,1484,80,264346,730100,609,622,832,558.6923076923077,1124,8.62272E7
nyc_dist.gr.gz,Diverse,252097,108684,80,264346,730100,432,444,2160,386.8333333333333,1332,1.69439E8
nyc_dist.gr.gz,KBest,252097,108684,80,264346,730100,432,444,2160,386.8333333333333,1205,1.470274E8
nyc_dist.gr.gz,Diverse,243600,162812,80,264346,730100,358,369,264,339.6515151515151,1363,6.168E7
nyc_dist.gr.gz,KBest,243600,162812,80,264346,730100,358,369,264,339.6515151515151,1227,5.62668E7
nyc_dist.gr.gz,Diverse,78015,173195,80,264346,730100,895,916,6656,819.4230769230769,1625,2.28651E8
nyc_dist.gr.gz,KBest,78015,173195,80,264346,730100,895,916,6656,819.4230769230769,1277,1.28618E8
nyc_dist.gr.gz,Diverse,85699,256752,80,264346,730100,1002,1017,6144,931.5,1628,2.11473E8
nyc_dist.gr.gz,KBest,85699,256752,80,264346,730100,1002,1017,6144,931.5,1268,1.830448E8
nyc_dist.gr.gz,Diverse,90654,146086,80,264346,730100,704,714,256,663.0,1556,1.166224E8
nyc_dist.gr.gz,KBest,90654,146086,80,264346,730100,704,714,256,663.0,1259,6.5832E7
nyc_dist.gr.gz,Diverse,81428,198039,80,264346,730100,731,747,6144,661.25,1549,2.150294E8
nyc_dist.gr.gz,KBest,81428,198039,80,264346,730100,731,747,6144,661.25,1260,1.077902E8
nyc_dist.gr.gz,Diverse,85652,157205,80,264346,730100,976,997,10001,821.6061393860614,1651,4.906872E8
nyc_dist.gr.gz,KBest,85652,157205,80,264346,730100,976,997,10001,821.6061393860614,1266,3.387036E8
nyc_dist.gr.gz,Diverse,45379,155359,80,264346,730100,696,708,3072,659.0,1566,1.4288E8
nyc_dist.gr.gz,KBest,45379,155359,80,264346,730100,696,708,3072,659.0,1268,1.12502E8
nyc_dist.gr.gz,Diverse,181526,219820,80,264346,730100,630,651,3276,505.35164835164835,1360,3.27474E8
nyc_dist.gr.gz,KBest,181526,219820,80,264346,730100,630,651,3276,505.35164835164835,1154,8.26074E7
nyc_dist.gr.gz,Diverse,52558,89949,80,264346,730100,482,503,1088,402.20588235294116,1370,1.510776E8
nyc_dist.gr.gz,KBest,52558,89949,80,264346,730100,482,503,1088,402.20588235294116,1229,7.8791E7
nyc_dist.gr.gz,Diverse,76165,137368,80,264346,730100,741,752,512,678.0,1523,1.72017E8
nyc_dist.gr.gz,KBest,76165,137368,80,264346,730100,741,752,512,678.0,1260,1.17005E8
nyc_dist.gr.gz,Diverse,88693,203988,80,264346,730100,641,661,3328,570.9230769230769,1500,1.938606E8
nyc_dist.gr.gz,KBest,88693,203988,80,264346,730100,641,661,3328,570.9230769230769,1254,9.54326E7
nyc_dist.gr.gz,Diverse,199292,35914,80,264346,730100,494,509,1056,435.57575757575756,1356,1.418326E8
nyc_dist.gr.gz,KBest,199292,35914,80,264346,730100,494,509,1056,435.57575757575756,1193,9.60184E7
nyc_dist.gr.gz,Diverse,168291,100310,80,264346,730100,687,699,3072,653.5,1374,1.349908E8
nyc_dist.gr.gz,KBest,168291,100310,80,264346,730100,687,699,3072,653.5,1140,5.24518E7
nyc_dist.gr.gz,Diverse,224511,156058,80,264346,730100,945,962,832,680.4230769230769,1547,6.177662E8
nyc_dist.gr.gz,KBest,224511,156058,80,264346,730100,945,962,832,680.4230769230769,1242,4.627082E8
nyc_dist.gr.gz,Diverse,189247,106843,80,264346,730100,403,411,240,384.3,1331,7.21296E7
nyc_dist.gr.gz,KBest,189247,106843,80,264346,730100,403,411,240,384.3,1213,6.07114E7
nyc_dist.gr.gz,Diverse,208276,235421,80,264346,730100,502,517,10001,472.031396860314,1312,1.732924E8
nyc_dist.gr.gz,KBest,208276,235421,80,264346,730100,502,517,10001,472.031396860314,1154,8.49714E7
nyc_dist.gr.gz,Diverse,77435,164386,80,264346,730100,796,808,448,702.9285714285714,1599,2.329928E8
nyc_dist.gr.gz,KBest,77435,164386,80,264346,730100,796,808,448,702.9285714285714,1280,1.955932E8
nyc_dist.gr.gz,Diverse,204693,229832,80,264346,730100,509,523,10001,476.4053594640536,1321,1.339218E8
nyc_dist.gr.gz,KBest,204693,229832,80,264346,730100,509,523,10001,476.4053594640536,1159,1.09791E8
nyc_dist.gr.gz,Diverse,184842,25276,80,264346,730100,481,492,640,439.4,1346,1.203246E8
nyc_dist.gr.gz,KBest,184842,25276,80,264346,730100,481,492,640,439.4,1155,1.127586E8
nyc_dist.gr.gz,Diverse,8775,145308,80,264346,730100,411,420,432,398.5,1424,4.76504E7
nyc_dist.gr.gz,KBest,8775,145308,80,264346,730100,411,420,432,398.5,1254,4.82076E7
nyc_dist.gr.gz,Diverse,178396,86537,80,264346,730100,974,996,10001,897.5541445855414,1572,2.36331E8
nyc_dist.gr.gz,KBest,178396,86537,80,264346,730100,974,996,10001,897.5541445855414,1152,1.034142E8
nyc_dist.gr.gz,Diverse,61883,170165,80,264346,730100,869,879,320,815.3,1650,2.139698E8
nyc_dist.gr.gz,KBest,61883,170165,80,264346,730100,869,879,320,815.3,1284,1.797226E8
nyc_dist.gr.gz,Diverse,147581,85567,80,264346,730100,541,558,1792,472.0,1395,1.768332E8
nyc_dist.gr.gz,KBest,147581,85567,80,264346,730100,541,558,1792,472.0,1207,9.78062E7
nyc_dist.gr.gz,Diverse,101410,179088,80,264346,730100,684,695,1280,651.1,1584,1.089148E8
nyc_dist.gr.gz,KBest,101410,179088,80,264346,730100,684,695,1280,651.1,1286,9.58096E7
nyc_dist.gr.gz,Diverse,13800,106698,80,264346,730100,284,293,240,260.1666666666667,1300,9.97904E7
nyc_dist.gr.gz,KBest,13800,106698,80,264346,730100,284,293,240,260.1666666666667,1223,6.78104E7
nyc_dist.gr.gz,Diverse,72887,165305,80,264346,730100,929,948,3328,661.4230769230769,1578,6.359522E8
nyc_dist.gr.gz,KBest,72887,165305,80,264346,730100,929,948,3328,661.4230769230769,1270,4.732546E8
nyc_dist.gr.gz,Diverse,57098,158881,80,264346,730100,894,910,3840,818.3,1637,2.769728E8
nyc_dist.gr.gz,KBest,57098,158881,80,264346,730100,894,910,3840,818.3,1276,1.41702E8
nyc_dist.gr.gz,Diverse,230559,171738,80,264346,730100,647,656,576,612.8333333333334,1525,1.303944E8
nyc_dist.gr.gz,KBest,230559,171738,80,264346,730100,647,656,576,612.8333333333334,1269,1.14222E8
nyc_dist.gr.gz,Diverse,167800,65200,80,264346,730100,855,868,1024,762.5,1473,2.387528E8
nyc_dist.gr.gz,KBest,167800,65200,80,264346,730100,855,868,1024,762.5,1125,9.46082E7
nyc_dist.gr.gz,Diverse,58509,170931,80,264346,730100,822,834,960,764.6333333333333,1650,2.392228E8
nyc_dist.gr.gz,KBest,58509,170931,80,264346,730100,822,834,960,764.6333333333333,1312,1.841326E8
nyc_dist.gr.gz,Diverse,167331,44670,80,264346,730100,582,593,1536,558.3333333333334,1347,8.71952E7
nyc_dist.gr.gz,KBest,167331,44670,80,264346,730100,582,593,1536,558.3333333333334,1141,5.76272E7
nyc_dist.gr.gz,Diverse,23255,204693,80,264346,730100,351,363,4608,316.8333333333333,1339,1.246122E8
nyc_dist.gr.gz,KBest,23255,204693,80,264346,730100,351,363,4608,316.8333333333333,1224,7.22666E7
nyc_dist.gr.gz,Diverse,199170,101065,80,264346,730100,644,661,4224,575.5757575757576,1399,1.691734E8
nyc_dist.gr.gz,KBest,199170,101065,80,264346,730100,644,661,4224,575.5757575757576,1178,9.1469E7
nyc_dist.gr.gz,Diverse,227466,213335,80,264346,730100,648,662,10001,613.1211878812119,1523,1.397922E8
nyc_dist.gr.gz,KBest,227466,213335,80,264346,730100,648,662,10001,613.1211878812119,1292,1.089768E8
nyc_dist.gr.gz,Diverse,204749,33692,80,264346,730100,441,453,3840,412.6333333333333,1280,1.120842E8
nyc_dist.gr.gz,KBest,204749,33692,80,264346,730100,441,453,3840,412.6333333333333,1149,4.13714E7
nyc_dist.gr.gz,Diverse,158040,95961,80,264346,730100,803,813,768,776.0,1422,1.155392E8
nyc_dist.gr.gz,KBest,158040,95961,80,264346,730100,803,813,768,776.0,1133,3.12136E7
nyc_dist.gr.gz,Diverse,187898,109475,80,264346,730100,321,329,240,301.0,1315,7.35878E7
nyc_dist.gr.gz,KBest,187898,109475,80,264346,730100,321,329,240,301.0,1221,6.31572E7
nyc_dist.gr.gz,Diverse,114109,181139,80,264346,730100,761,771,768,724.75,1568,1.199198E8
nyc_dist.gr.gz,KBest,114109,181139,80,264346,730100,761,771,768,724.75,1299,1.093756E8
nyc_dist.gr.gz,Diverse,214025,72109,80,264346,730100,681,696,416,630.9230769230769,1400,1.34624E8
nyc_dist.gr.gz,KBest,214025,72109,80,264346,730100,681,696,416,630.9230769230769,1144,9.6109E7
nyc_dist.gr.gz,Diverse,160232,228723,80,264346,730100,703,711,256,674.75,1412,1.064452E8
nyc_dist.gr.gz,KBest,160232,228723,80,264346,730100,703,711,256,674.75,1155,9.6596E7
nyc_dist.gr.gz,Diverse,173576,232178,80,264346,730100,557,565,256,527.75,1335,1.07413E8
nyc_dist.gr.gz,KBest,173576,232178,80,264346,730100,557,565,256,527.75,1162,9.6596E7
nyc_dist.gr.gz,Diverse,215548,89974,80,264346,730100,374,386,768,296.0,1338,3.920636E8
nyc_dist.gr.gz,KBest,215548,89974,80,264346,730100,374,386,768,296.0,1227,3.735024E8
nyc_dist.gr.gz,Diverse,152026,58304,80,264346,730100,900,909,384,821.3333333333334,1535,2.650808E8
nyc_dist.gr.gz,KBest,152026,58304,80,264346,730100,900,909,384,821.3333333333334,1150,2.388816E8
nyc_dist.gr.gz,Diverse,180047,69314,80,264346,730100,615,626,1280,593.1,1403,7.55432E7
nyc_dist.gr.gz,KBest,180047,69314,80,264346,730100,615,626,1280,593.1,1165,3.77744E7
nyc_dist.gr.gz,Diverse,176563,108625,80,264346,730100,702,717,10001,642.7959204079592,1387,2.339764E8
nyc_dist.gr.gz,KBest,176563,108625,80,264346,730100,702,717,10001,642.7959204079592,1146,1.599234E8
nyc_dist.gr.gz,Diverse,189991,76156,80,264346,730100,571,585,1280,486.8,1435,2.42737E8
nyc_dist.gr.gz,KBest,189991,76156,80,264346,730100,571,585,1280,486.8,1221,1.861626E8
nyc_dist.gr.gz,Diverse,157366,37905,80,264346,730100,687,699,544,660.7647058823529,1405,7.06058E7
nyc_dist.gr.gz,KBest,157366,37905,80,264346,730100,687,699,544,660.7647058823529,1140,4.98906E7
nyc_dist.gr.gz,Diverse,16676,214821,80,264346,730100,441,452,2304,422.3333333333333,1389,8.3639E7
nyc_dist.gr.gz,KBest,16676,214821,80,264346,730100,441,452,2304,422.3333333333333,1243,5.75558E7
nyc_dist.gr.gz,Diverse,176669,91545,80,264346,730100,1066,1086,3328,988.4230769230769,1593,2.089572E8
nyc_dist.gr.gz,KBest,176669,91545,80,264346,730100,1066,1086,3328,988.4230769230769,1144,9.726E7
nyc_dist.gr.gz,Diverse,142423,260366,80,264346,730100,408,418,640,387.0,1333,1.056004E8
nyc_dist.gr.gz,KBest,142423,260366,80,264346,730100,408,418,640,387.0,1189,8.93346E7
nyc_dist.gr.gz,Diverse,258243,222384,80,264346,730100,823,834,640,703.8,1489,3.79888E8
nyc_dist.gr.gz,KBest,258243,222384,80,264346,730100,823,834,640,703.8,1226,1.75286E8
nyc_dist.gr.gz,Diverse,239266,211244,80,264346,730100,579,588,432,553.5,1452,9.2129E7
nyc_dist.gr.gz,KBest,239266,211244,80,264346,730100,579,588,432,553.5,1250,6.87258E7
nyc_dist.gr.gz,Diverse,200035,124566,80,264346,730100,583,598,1056,524.5757575757576,1381,1.418326E8
nyc_dist.gr.gz,KBest,200035,124566,80,264346,730100,583,598,1056,524.5757575757576,1186,9.60184E7
nyc_dist.gr.gz,Diverse,174461,106821,80,264346,730100,649,658,384,613.75,1385,1.147998E8
nyc_dist.gr.gz,KBest,174461,106821,80,264346,730100,649,658,384,613.75,1165,9.49152E7
nyc_dist.gr.gz,Diverse,178258,122510,80,264346,730100,781,793,2560,755.6,1474,8.40316E7
nyc_dist.gr.gz,KBest,178258,122510,80,264346,730100,781,793,2560,755.6,1165,4.06732E7
nyc_dist.gr.gz,Diverse,146241,248588,80,264346,730100,367,377,480,343.6333333333333,1294,1.10302E8
nyc_dist.gr.gz,KBest,146241,248588,80,264346,730100,367,377,480,343.6333333333333,1172,3.2931E7
nyc_dist.gr.gz,Diverse,161086,96765,80,264346,730100,836,846,768,809.0,1445,1.155392E8
nyc_dist.gr.gz,KBest,161086,96765,80,264346,730100,836,846,768,809.0,1133,3.12136E7
nyc_dist.gr.gz,Diverse,264282,141995,80,264346,730100,756,769,296,424.0135135135135,1457,8.36693E8
nyc_dist.gr.gz,KBest,264282,141995,80,264346,730100,756,769,296,424.0135135135135,1242,3.691376E8
nyc_dist.gr.gz,Diverse,195458,28254,80,264346,730100,207,217,720,191.63333333333333,1248,5.36288E7
nyc_dist.gr.gz,KBest,195458,28254,80,264346,730100,207,217,720,191.63333333333333,1189,4.97466E7
nyc_dist.gr.gz,Diverse,12217,183871,80,264346,730100,344,353,384,313.25,1334,1.202802E8
nyc_dist.gr.gz,KBest,12217,183871,80,264346,730100,344,353,384,313.25,1216,1.075776E8
nyc_dist.gr.gz,Diverse,168492,117108,80,264346,730100,818,830,960,762.8,1438,2.2309E8
nyc_dist.gr.gz,KBest,168492,117108,80,264346,730100,818,830,960,762.8,1124,1.53967E8
nyc_dist.gr.gz,Diverse,114327,88029,80,264346,730100,776,785,432,748.1666666666666,1662,9.37828E7
nyc_dist.gr.gz,KBest,114327,88029,80,264346,730100,776,785,432,748.1666666666666,1299,8.27996E7
nyc_dist.gr.gz,Diverse,236155,154945,80,264346,730100,741,753,2688,703.3571428571429,1529,1.323162E8
nyc_dist.gr.gz,KBest,236155,154945,80,264346,730100,741,753,2688,703.3571428571429,1257,9.18332E7
nyc_dist.gr.gz,Diverse,1606,204530,80,264346,730100,461,472,336,430.9761904761905,1347,1.042942E8
nyc_dist.gr.gz,KBest,1606,204530,80,264346,730100,461,472,336,430.9761904761905,1195,9.2338E7
nyc_dist.gr.gz,Diverse,43029,176483,80,264346,730100,770,780,768,739.3333333333334,1598,9.07772E7
nyc_dist.gr.gz,KBest,43029,176483,80,264346,730100,770,780,768,739.3333333333334,1279,8.36816E7
nyc_dist.gr.gz,Diverse,172283,45756,80,264346,730100,668,680,3072,631.0,1364,1.4288E8
nyc_dist.gr.gz,KBest,172283,45756,80,264346,730100,668,680,3072,631.0,1129,6.62242E7
nyc_dist.gr.gz,Diverse,182167,121364,80,264346,730100,551,561,640,530.1,1363,6.72232E7
nyc_dist.gr.gz,KBest,182167,121364,80,264346,730100,551,561,640,530.1,1160,3.77744E7
nyc_dist.gr.gz,Diverse,99640,178063,80,264346,730100,771,782,1280,746.6,1649,8.13426E7
nyc_dist.gr.gz,KBest,99640,178063,80,264346,730100,771,782,1280,746.6,1305,6.52116E7
nyc_dist.gr.gz,Diverse,205347,104339,80,264346,730100,352,362,640,327.4,1286,1.034942E8
nyc_dist.gr.gz,KBest,205347,104339,80,264346,730100,352,362,640,327.4,1163,9.6357E7
nyc_dist.gr.gz,Diverse,160400,115980,80,264346,730100,740,750,768,703.75,1414,1.199198E8
nyc_dist.gr.gz,KBest,160400,115980,80,264346,730100,740,750,768,703.75,1146,7.02054E7
nyc_dist.gr.gz,Diverse,146015,74780,80,264346,730100,549,568,1664,479.9230769230769,1384,1.861806E8
nyc_dist.gr.gz,KBest,146015,74780,80,264346,730100,549,568,1664,479.9230769230769,1171,9.726E7
nyc_dist.gr.gz,Diverse,59777,176382,80,264346,730100,954,970,832,896.4230769230769,1705,1.554806E8
nyc_dist.gr.gz,KBest,59777,176382,80,264346,730100,954,970,832,896.4230769230769,1304,1.129894E8
nyc_dist.gr.gz,Diverse,180914,61164,80,264346,730100,881,903,4368,744.3516483516484,1513,3.494966E8
nyc_dist.gr.gz,KBest,180914,61164,80,264346,730100,881,903,4368,744.3516483516484,1175,9.64642E7
nyc_dist.gr.gz,Diverse,182541,131934,80,264346,730100,577,588,1280,555.1,1380,8.21438E7
nyc_dist.gr.gz,KBest,182541,131934,80,264346,730100,577,588,1280,555.1,1170,6.30492E7
nyc_dist.gr.gz,Diverse,79716,257006,80,264346,730100,1015,1027,1024,951.0,1691,1.78737E8
nyc_dist.gr.gz,KBest,79716,257006,80,264346,730100,1015,1027,1024,951.0,1286,1.17005E8
nyc_dist.gr.gz,Diverse,165287,47434,80,264346,730100,537,547,768,517.6666666666666,1376,6.86324E7
nyc_dist.gr.gz,KBest,165287,47434,80,264346,730100,537,547,768,517.6666666666666,1150,5.37948E7
nyc_dist.gr.gz,Diverse,192713,167079,80,264346,730100,813,823,768,776.75,1592,1.199198E8
